Temperature (K)	Pressure (Pa)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, J/kg)"	"Enthalpy (l, J/kg)"	"Entropy (l, J/kg*K)"	"Cv (l, J/kg*K)"	"Cp (l, J/kg*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/Pa)"	"Viscosity (l, Pa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, J/kg)"	"Enthalpy (v, J/kg)"	"Entropy (v, J/kg*K)"	"Cv (v, J/kg*K)"	"Cp (v, J/kg*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/Pa)"	"Viscosity (v, Pa*s)"	"Therm. Cond. (v, W/m*K)"
267	1.03E+03	811.54	0.0012322	-215090	-215080	-694.91	1842	2219.2	1250.9	-4.01E-07	0.0020898	0.17041	0.02447	0.021348	46.842	688480	736610	2869.5	1137.1	1319.4	236.16	0.00022496	7.81E-06	0.012503
268	1.11E+03	810.69	0.0012335	-212860	-212860	-686.6	1847.9	2225.2	1247.1	-3.99E-07	0.0020422	0.17015	0.024387	0.022898	43.672	689600	737900	2861	1140.4	1322.8	236.55	0.00022102	7.84E-06	0.012585
269	1.19E+03	809.85	0.0012348	-210630	-210630	-678.3	1853.9	2231.3	1243.4	-3.98E-07	0.001996	0.1699	0.024305	0.024546	40.74	690720	739200	2852.7	1143.7	1326.2	236.94	0.00021715	7.87E-06	0.012668
270	1.28E+03	809	0.0012361	-208400	-208400	-670.01	1859.9	2237.4	1239.7	-3.96E-07	0.0019511	0.16965	0.024223	0.026297	38.028	691850	740510	2844.5	1147	1329.7	237.32	0.00021337	7.90E-06	0.012751
271	1.38E+03	808.16	0.0012374	-206160	-206160	-661.73	1865.9	2243.6	1236	-3.95E-07	0.0019074	0.1694	0.024141	0.028156	35.517	692980	741810	2836.3	1150.3	1333.1	237.7	0.00020967	0.000007931	0.012835
272	1.48E+03	807.31	0.0012387	-203910	-203910	-653.45	1872	2249.9	1232.4	-3.94E-07	0.001865	0.16916	0.024059	0.030129	33.19	694110	743120	2828.3	1153.7	1336.6	238.09	0.00020604	7.96E-06	0.012918
273	1.58E+03	806.46	0.00124	-201660	-201660	-645.19	1878.1	2256.2	1228.7	-3.92E-07	0.0018237	0.16892	0.023978	0.032223	31.034	695240	744430	2820.3	1157	1340	238.47	0.00020248	7.99E-06	0.013003
274	1.70E+03	805.62	0.0012413	-199400	-199400	-636.92	1884.2	2262.6	1225.1	-3.91E-07	0.0017836	0.16868	0.023896	0.034442	29.034	696380	745740	2812.5	1160.4	1343.6	238.85	0.000199	8.02E-06	0.013087
275	1.82E+03	804.77	0.0012426	-197140	-197130	-628.67	1890.4	2269	1221.4	-3.89E-07	0.0017446	0.16844	0.023815	0.036794	27.178	697510	747050	2804.7	1163.8	1347.1	239.22	0.00019559	8.06E-06	0.013172
276	1.95E+03	803.92	0.0012439	-194860	-194860	-620.42	1896.6	2275.5	1217.8	-3.88E-07	0.0017067	0.1682	0.023734	0.039285	25.455	698650	748360	2797.1	1167.2	1350.6	239.6	0.00019225	0.000008087	0.013257
277	2.09E+03	803.07	0.0012452	-192580	-192580	-612.18	1902.9	2282	1214.2	-3.86E-07	0.0016698	0.16797	0.023653	0.041921	23.854	699790	749680	2789.5	1170.6	1354.2	239.97	0.00018898	8.12E-06	0.013342
278	2.24E+03	802.23	0.0012465	-190300	-190300	-603.95	1909.2	2288.6	1210.6	-3.85E-07	0.0016339	0.16774	0.023572	0.044711	22.366	700940	751000	2782	1174.1	1357.8	240.35	0.00018577	8.15E-06	0.013428
279	2.39E+03	801.38	0.0012478	-188010	-188000	-595.72	1915.5	2295.3	1207.1	-3.83E-07	0.001599	0.1675	0.023491	0.04766	20.982	702080	752320	2774.6	1177.5	1361.4	240.72	0.00018263	8.18E-06	0.013514
280	2.56E+03	800.53	0.0012492	-185710	-185710	-587.49	1921.8	2302	1203.5	-3.82E-07	0.001565	0.16728	0.02341	0.050778	19.693	703230	753640	2767.3	1181	1365.1	241.09	0.00017956	8.21E-06	0.013601
281	2.74E+03	799.68	0.0012505	-183400	-183400	-579.27	1928.2	2308.8	1200	-3.80E-07	0.0015319	0.16705	0.023329	0.054072	18.494	704380	754970	2760.1	1184.5	1368.7	241.45	0.00017654	8.24E-06	0.013687
282	2.92E+03	798.83	0.0012518	-181090	-181090	-571.06	1934.7	2315.7	1196.4	-3.79E-07	0.0014998	0.16683	0.023249	0.05755	17.376	705540	756290	2753	1188	1372.4	241.82	0.00017359	8.27E-06	0.013775
283	3.12E+03	797.99	0.0012532	-178770	-178770	-562.85	1941.1	2322.6	1192.9	-3.77E-07	0.0014684	0.1666	0.023168	0.06122	16.335	706690	757620	2745.9	1191.5	1376.1	242.19	0.00017069	8.30E-06	0.013862
284	3.33E+03	797.14	0.0012545	-176450	-176440	-554.65	1947.6	2329.5	1189.4	-3.75E-07	0.0014379	0.16638	0.023087	0.065092	15.363	707850	758950	2739	1195	1379.9	242.55	0.00016785	8.34E-06	0.01395
285	3.55E+03	796.29	0.0012558	-174110	-174110	-546.45	1954.2	2336.6	1185.9	-3.74E-07	0.0014082	0.16616	0.023007	0.069174	14.456	709010	760280	2732.1	1198.6	1383.7	242.91	0.00016507	8.37E-06	0.014038
286	3.78E+03	795.44	0.0012572	-171770	-171770	-538.25	1960.8	2343.7	1182.4	-3.72E-07	0.0013793	0.16595	0.022927	0.073477	13.61	710170	761610	2725.3	1202.2	1387.5	243.27	0.00016235	8.40E-06	0.014126
287	4.03E+03	794.58	0.0012585	-169430	-169420	-530.06	1967.4	2350.8	1179	-3.71E-07	0.0013511	0.16573	0.022846	0.078009	12.819	711330	762950	2718.6	1205.8	1391.3	243.63	0.00015968	8.43E-06	0.014215
288	4.29E+03	793.73	0.0012599	-167070	-167070	-521.87	1974	2358	1175.5	-3.69E-07	0.0013237	0.16552	0.022766	0.082781	12.08	712490	764280	2712	1209.4	1395.1	243.99	0.00015706	8.46E-06	0.014304
289	4.56E+03	792.88	0.0012612	-164710	-164700	-513.68	1980.7	2365.3	1172.1	-3.67E-07	0.0012969	0.16531	0.022685	0.087804	11.389	713660	765620	2705.4	1213	1399	244.34	0.00015449	8.49E-06	0.014394
290	4.85E+03	792.03	0.0012626	-162340	-162340	-505.5	1987.4	2372.6	1168.6	-3.66E-07	0.0012709	0.1651	0.022605	0.093087	10.743	714830	766960	2699	1216.7	1402.9	244.69	0.00015197	8.52E-06	0.014483
291	5.16E+03	791.17	0.0012639	-159970	-159960	-497.32	1994.1	2380	1165.2	-3.64E-07	0.0012455	0.16489	0.022524	0.098643	10.138	716000	768300	2692.6	1220.3	1406.8	245.05	0.00014951	8.55E-06	0.014573
292	5.48E+03	790.32	0.0012653	-157580	-157570	-489.14	2000.9	2387.5	1161.8	-3.63E-07	0.0012208	0.16468	0.022444	0.10448	9.571	717170	769640	2686.3	1224	1410.8	245.39	0.00014709	8.58E-06	0.014664
293	5.82E+03	789.46	0.0012667	-155190	-155180	-480.97	2007.7	2395	1158.4	-3.61E-07	0.0011966	0.16448	0.022363	0.11062	9.0401	718340	770980	2680	1227.7	1414.8	245.74	0.00014471	0.000008614	0.014755
294	6.18E+03	788.61	0.0012681	-152790	-152780	-472.8	2014.5	2402.5	1155	-3.59E-07	0.0011731	0.16428	0.022283	0.11706	8.5425	719510	772330	2673.8	1231.5	1418.8	246.09	0.00014239	8.64E-06	0.014846
295	6.56E+03	787.75	0.0012694	-150390	-150380	-464.63	2021.4	2410.2	1151.6	-3.58E-07	0.0011502	0.16407	0.022202	0.12382	8.0759	720690	773670	2667.7	1235.2	1422.8	246.43	0.00014011	8.68E-06	0.014937
296	6.96E+03	786.89	0.0012708	-147970	-147960	-456.46	2028.3	2417.9	1148.2	-3.56E-07	0.0011279	0.16387	0.022122	0.13092	7.6382	721870	775020	2661.7	1239	1426.9	246.77	0.00013787	8.71E-06	0.015029
297	7.38E+03	786.04	0.0012722	-145550	-145540	-448.29	2035.2	2425.6	1144.8	-3.54E-07	0.0011061	0.16368	0.022041	0.13837	7.2272	723050	776370	2655.8	1242.8	1431	247.12	0.00013568	8.74E-06	0.015121
298	7.82E+03	785.18	0.0012736	-143120	-143110	-440.13	2042.2	2433.4	1141.5	-3.52E-07	0.0010848	0.16348	0.02196	0.14617	6.8413	724230	777710	2649.9	1246.6	1435.2	247.45	0.00013352	8.77E-06	0.015214
299	8.28E+03	784.32	0.001275	-140680	-140670	-431.96	2049.1	2441.3	1138.1	-3.51E-07	0.0010641	0.16328	0.021879	0.15435	6.4788	725410	779060	2644.1	1250.4	1439.3	247.79	0.00013141	8.80E-06	0.015307
300	8.77E+03	783.45	0.0012764	-138240	-138230	-423.8	2056.2	2449.2	1134.8	-3.49E-07	0.0010439	0.16309	0.021798	0.16292	6.138	726590	780410	2638.3	1254.2	1443.6	248.12	0.00012934	8.83E-06	0.0154
301	9.28E+03	782.59	0.0012778	-135790	-135770	-415.63	2063.2	2457.2	1131.5	-3.47E-07	0.0010242	0.16289	0.021717	0.17189	5.8176	727780	781760	2632.7	1258.1	1447.8	248.46	0.00012731	8.86E-06	0.015493
302	9.82E+03	781.73	0.0012792	-133320	-133310	-407.47	2070.2	2465.3	1128.1	-3.46E-07	0.0010049	0.1627	0.021636	0.18129	5.5162	728970	783110	2627.1	1262	1452.1	248.79	0.00012532	8.89E-06	0.015587
303	1.04E+04	780.86	0.0012806	-130860	-130840	-399.31	2077.3	2473.4	1124.8	-3.44E-07	0.00098615	0.16251	0.021555	0.19112	5.2325	730150	784470	2621.5	1265.9	1456.4	249.12	0.00012336	8.92E-06	0.015681
304	1.10E+04	780	0.0012821	-128380	-128360	-391.15	2084.4	2481.6	1121.5	-3.42E-07	0.00096782	0.16232	0.021473	0.2014	4.9653	731340	785820	2616	1269.8	1460.7	249.44	0.00012144	0.000008952	0.015776
305	1.16E+04	779.13	0.0012835	-125890	-125880	-382.98	2091.6	2489.8	1118.2	-3.40E-07	0.00094993	0.16214	0.021392	0.21215	4.7137	732530	787170	2610.6	1273.8	1465.1	249.77	0.00011956	8.98E-06	0.015871
306	1.22E+04	778.26	0.0012849	-123400	-123380	-374.82	2098.7	2498.1	1114.9	-3.38E-07	0.00093246	0.16195	0.02131	0.22338	4.4766	733720	788530	2605.3	1277.8	1469.5	250.09	0.00011771	9.01E-06	0.015966
307	1.29E+04	777.39	0.0012864	-120900	-120880	-366.66	2105.9	2506.4	1111.6	-3.37E-07	0.00091541	0.16176	0.021229	0.23513	4.253	734910	789880	2600	1281.8	1473.9	250.41	0.0001159	9.04E-06	0.016062
308	1.36E+04	776.52	0.0012878	-118390	-118370	-358.5	2113.1	2514.8	1108.3	-3.35E-07	0.00089877	0.16158	0.021147	0.24739	4.0422	736110	791240	2594.8	1285.8	1478.4	250.72	0.00011412	9.07E-06	0.016158
309	1.44E+04	775.65	0.0012892	-115870	-115850	-350.33	2120.3	2523.3	1105	-3.33E-07	0.00088251	0.1614	0.021065	0.26019	3.8433	737300	792590	2589.6	1289.8	1482.9	251.04	0.00011238	9.10E-06	0.016254
310	1.52E+04	774.77	0.0012907	-113340	-113320	-342.17	2127.6	2531.8	1101.8	-3.31E-07	0.00086663	0.16122	0.020983	0.27356	3.6555	738500	793950	2584.5	1293.9	1487.5	251.35	0.00011066	9.14E-06	0.01635
311	1.60E+04	773.9	0.0012922	-110810	-110790	-334	2134.8	2540.4	1098.5	-3.29E-07	0.00085112	0.16103	0.0209	0.2875	3.4782	739690	795300	2579.5	1298	1492.1	251.66	0.00010898	9.17E-06	0.016448
312	1.68E+04	773.02	0.0012936	-108260	-108240	-325.83	2142.1	2549	1095.2	-3.27E-07	0.00083598	0.16085	0.020818	0.30205	3.3107	740890	796660	2574.5	1302.1	1496.7	251.97	0.00010733	9.20E-06	0.016545
313	1.77E+04	772.14	0.0012951	-105710	-105690	-317.66	2149.4	2557.7	1092	-3.26E-07	0.00082118	0.16068	0.020735	0.31722	3.1524	742080	798020	2569.6	1306.2	1501.4	252.28	0.00010571	9.23E-06	0.016643
314	1.87E+04	771.26	0.0012966	-103150	-103120	-309.49	2156.7	2566.4	1088.7	-3.24E-07	0.00080672	0.1605	0.020653	0.33302	3.0028	743280	799370	2564.7	1310.4	1506.1	252.58	0.00010412	9.26E-06	0.016741
315	1.97E+04	770.38	0.0012981	-100580	-100550	-301.32	2164	2575.2	1085.5	-3.22E-07	0.00079259	0.16032	0.02057	0.34949	2.8613	744480	800730	2559.9	1314.6	1510.9	252.88	0.00010255	9.29E-06	0.016839
316	2.07E+04	769.49	0.0012996	-97998	-97971	-293.14	2171.4	2584.1	1082.2	-3.20E-07	0.00077878	0.16015	0.020486	0.36665	2.7274	745680	802080	2555.1	1318.8	1515.7	253.18	0.00010102	9.32E-06	0.016938
317	2.17E+04	768.61	0.0013011	-95410	-95381	-284.97	2178.7	2593	1079	-3.18E-07	0.00076528	0.15997	0.020403	0.38452	2.6007	746880	803440	2550.4	1323	1520.5	253.48	0.000099514	9.35E-06	0.017037
318	2.29E+04	767.72	0.0013026	-92813	-92783	-276.79	2186.1	2601.9	1075.7	-0.000000316	0.00075209	0.1598	0.02032	0.40312	2.4807	748080	804790	2545.8	1327.3	1525.4	253.77	0.000098035	9.38E-06	0.017137
319	2.40E+04	766.83	0.0013041	-90207	-90176	-268.6	2193.5	2610.9	1072.5	-3.14E-07	0.00073919	0.15963	0.020236	0.42247	2.367	749280	806150	2541.2	1331.6	1530.3	254.06	0.000096583	9.41E-06	0.017237
320	2.52E+04	765.93	0.0013056	-87592	-87559	-260.42	2200.9	2620	1069.3	-3.12E-07	0.00072658	0.15945	0.020152	0.4426	2.2594	750480	807500	2536.6	1335.9	1535.3	254.35	0.000095156	9.44E-06	0.017337
321	2.65E+04	765.04	0.0013071	-84968	-84934	-252.23	2208.3	2629.1	1066	-3.10E-07	0.00071425	0.15928	0.020068	0.46354	2.1573	751680	808860	2532.2	1340.2	1540.3	254.63	0.000093756	9.47E-06	0.017438
322	2.78E+04	764.14	0.0013087	-82335	-82299	-244.04	2215.7	2638.3	1062.8	-3.08E-07	0.00070219	0.15911	0.019984	0.48531	2.0605	752880	810210	2527.7	1344.6	1545.3	254.92	0.00009238	9.50E-06	0.017539
323	2.92E+04	763.25	0.0013102	-79693	-79655	-235.85	2223.1	2647.5	1059.6	-3.06E-07	0.0006904	0.15894	0.019899	0.50794	1.9687	754080	811560	2523.3	1348.9	1550.4	255.2	0.000091029	9.53E-06	0.01764
324	3.06E+04	762.35	0.0013117	-77042	-77002	-227.65	2230.5	2656.7	1056.3	-3.04E-07	0.00067886	0.15877	0.019814	0.53145	1.8816	755290	812920	2519	1353.4	1555.6	255.47	0.000089701	9.56E-06	0.017742
325	3.21E+04	761.44	0.0013133	-74381	-74339	-219.46	2238	2666.1	1053.1	-3.02E-07	0.00066758	0.1586	0.019729	0.55588	1.799	756490	814270	2514.7	1357.8	1560.8	255.75	0.000088398	9.59E-06	0.017845
326	3.37E+04	760.54	0.0013149	-71711	-71667	-211.25	2245.4	2675.4	1049.9	-3.00E-07	0.00065654	0.15844	0.019644	0.58124	1.7205	757690	815620	2510.5	1362.3	1566	256.02	0.000087117	9.62E-06	0.017947
327	3.53E+04	759.63	0.0013164	-69032	-68986	-203.05	2252.9	2684.8	1046.6	-2.98E-07	0.00064573	0.15827	0.019559	0.60757	1.6459	758890	816970	2506.3	1366.8	1571.3	256.29	0.000085859	9.65E-06	0.01805
328	3.70E+04	758.72	0.001318	-66343	-66295	-194.84	2260.3	2694.3	1043.4	-2.96E-07	0.00063516	0.1581	0.019473	0.6349	1.5751	760090	818320	2502.1	1371.3	1576.6	256.56	0.000084623	9.68E-06	0.018154
329	3.87E+04	757.81	0.0013196	-63645	-63594	-186.62	2267.8	2703.8	1040.2	-2.94E-07	0.00062481	0.15794	0.019387	0.66325	1.5077	761290	819660	2498	1375.8	1582	256.82	0.000083408	9.71E-06	0.018258
330	4.05E+04	756.89	0.0013212	-60938	-60884	-178.41	2275.2	2713.4	1036.9	-2.92E-07	0.00061469	0.15777	0.019301	0.69267	1.4437	762500	821010	2494	1380.4	1587.5	257.08	0.000082215	9.74E-06	0.018362
331	4.24E+04	755.97	0.0013228	-58221	-58164	-170.19	2282.7	2723	1033.7	-2.90E-07	0.00060478	0.15761	0.019215	0.72317	1.3828	763700	822350	2490	1385	1593	257.34	0.000081043	9.77E-06	0.018467
332	4.44E+04	755.05	0.0013244	-55494	-55435	-161.96	2290.1	2732.6	1030.5	-2.88E-07	0.00059507	0.15745	0.019128	0.75479	1.3249	764900	823700	2486	1389.6	1598.5	257.59	0.000079891	9.80E-06	0.018572
333	4.64E+04	754.13	0.001326	-52758	-52696	-153.73	2297.6	2742.3	1027.2	-2.86E-07	0.00058557	0.15728	0.019041	0.78756	1.2697	766100	825040	2482.1	1394.3	1604.1	257.84	0.000078759	9.83E-06	0.018677
334	4.85E+04	753.2	0.0013277	-50012	-49947	-145.5	2305.1	2752.1	1024	-2.84E-07	0.00057626	0.15712	0.018954	0.82152	1.2173	767300	826380	2478.2	1399	1609.7	258.09	0.000077646	9.86E-06	0.018783
335	5.07E+04	752.28	0.0013293	-47256	-47188	-137.26	2312.5	2761.9	1020.8	-2.81E-07	0.00056715	0.15696	0.018867	0.85669	1.1673	768490	827720	2474.4	1403.7	1615.4	258.33	0.000076553	9.89E-06	0.01889
336	5.30E+04	751.34	0.0013309	-44490	-44420	-129.01	2320	2771.7	1017.5	-2.79E-07	0.00055823	0.1568	0.018779	0.89312	1.1197	769690	829060	2470.6	1408.5	1621.2	258.58	0.000075478	9.92E-06	0.018996
337	5.54E+04	750.41	0.0013326	-41715	-41641	-120.77	2327.4	2781.6	1014.3	-2.77E-07	0.00054948	0.15664	0.018692	0.93084	1.0743	770890	830390	2466.9	1413.2	1627	258.82	0.000074422	9.95E-06	0.019104
338	5.78E+04	749.47	0.0013343	-38930	-38853	-112.51	2334.9	2791.6	1011	-2.75E-07	0.00054092	0.15648	0.018603	0.96989	1.031	772090	831730	2463.2	1418.1	1632.9	259.05	0.000073384	9.98E-06	0.019211
339	6.04E+04	748.53	0.001336	-36135	-36054	-104.26	2342.3	2801.6	1007.8	-2.73E-07	0.00053253	0.15632	0.018515	1.0103	0.98981	773280	833060	2459.5	1422.9	1638.8	259.28	0.000072364	0.000010011	0.01932
340	6.30E+04	747.59	0.0013376	-33330	-33246	-95.994	2349.8	2811.6	1004.5	-2.70E-07	0.00052431	0.15616	0.018426	1.0521	0.95049	774480	834390	2455.9	1427.8	1644.8	259.51	0.000071361	0.00001004	0.019428
341	6.58E+04	746.64	0.0013393	-30515	-30427	-87.727	2357.2	2821.7	1001.2	-2.68E-07	0.00051625	0.156	0.018338	1.0953	0.91297	775670	835720	2452.3	1432.7	1650.8	259.74	0.000070375	0.00001007	0.019537
342	6.86E+04	745.69	0.001341	-27690	-27598	-79.454	2364.6	2831.8	997.98	-2.66E-07	0.00050836	0.15584	0.018248	1.14	0.87716	776870	837040	2448.7	1437.6	1657	259.96	0.000069406	0.0000101	0.019647
343	7.15E+04	744.74	0.0013428	-24855	-24759	-71.176	2372.1	2842	994.71	-2.64E-07	0.00050062	0.15568	0.018159	1.1863	0.84298	778060	838370	2445.2	1442.6	1663.1	260.18	0.000068453	0.00001013	0.019757
344	7.46E+04	743.78	0.0013445	-22010	-21910	-62.893	2379.5	2852.2	991.43	-2.61E-07	0.00049303	0.15552	0.018069	1.2341	0.81034	779250	839690	2441.8	1447.6	1669.3	260.39	0.000067516	0.00001016	0.019867
345	7.77E+04	742.82	0.0013462	-19155	-19050	-54.604	2386.9	2862.5	988.14	-2.59E-07	0.00048559	0.15536	0.017979	1.2834	0.77916	780440	841010	2438.3	1452.6	1675.6	260.6	0.000066595	0.000010189	0.019978
346	8.10E+04	741.85	0.001348	-16289	-16180	-46.31	2394.3	2872.8	984.86	-2.57E-07	0.0004783	0.15521	0.017889	1.3344	0.74938	781630	842330	2434.9	1457.7	1682	260.81	0.00006569	0.000010219	0.02009
347	8.44E+04	740.88	0.0013497	-13413	-13299	-38.01	2401.7	2883.2	981.56	-2.55E-07	0.00047115	0.15505	0.017798	1.3871	0.72092	782820	843640	2431.6	1462.8	1688.4	261.01	0.000064799	0.000010249	0.020202
348	8.79E+04	739.91	0.0013515	-10527	-10408	-29.704	2409.1	2893.6	978.26	-2.52E-07	0.00046414	0.15489	0.017708	1.4415	0.6937	784000	844950	2428.2	1467.9	1694.9	261.21	0.000063924	0.000010279	0.020314
349	9.15E+04	738.94	0.0013533	-7630.6	-7506.8	-21.392	2416.5	2904.1	974.95	-2.50E-07	0.00045726	0.15473	0.017617	1.4977	0.66769	785190	846260	2424.9	1473	1701.4	261.41	0.000063063	0.000010308	0.020427
350	9.52E+04	737.96	0.0013551	-4723.7	-4594.7	-13.075	2423.9	2914.6	971.63	-2.47E-07	0.00045051	0.15458	0.017525	1.5557	0.6428	786370	847570	2421.7	1478.2	1708	261.6	0.000062217	0.000010338	0.020541
351	9.91E+04	736.97	0.0013569	-1806.4	-1672	-4.751	2431.2	2925.2	968.31	-2.45E-07	0.00044389	0.15442	0.017433	1.6155	0.61899	787550	848870	2418.4	1483.5	1714.7	261.79	0.000061384	0.000010368	0.020655
352	1.03E+05	735.99	0.0013587	1121.4	1261.4	3.579	2438.6	2935.9	964.98	-2.43E-07	0.0004374	0.15426	0.017342	1.6773	0.5962	788730	850170	2415.3	1488.7	1721.5	261.98	0.000060565	0.000010397	0.020769
353	1.07E+05	735	0.0013606	4059.7	4205.5	11.915	2445.9	2946.5	961.64	-2.40E-07	0.00043103	0.15411	0.017249	1.741	0.57439	789910	851470	2412.1	1494	1728.3	262.16	0.00005976	0.000010427	0.020884
354	1.11E+05	734	0.0013624	7008.6	7160.4	20.258	2453.3	2957.3	958.29	-2.38E-07	0.00042478	0.15395	0.017157	1.8067	0.55351	791080	852760	2409	1499.4	1735.2	262.34	0.000058969	0.000010456	0.021
355	1.16E+05	733	0.0013643	9968.1	10126	28.607	2460.6	2968.1	954.94	-2.35E-07	0.00041864	0.1538	0.017064	1.8744	0.53351	792260	854050	2405.9	1504.7	1742.2	262.51	0.00005819	0.000010486	0.021116
356	1.20E+05	732	0.0013661	12938	13103	36.962	2467.9	2978.9	951.57	-2.33E-07	0.00041262	0.15364	0.016971	1.9442	0.51435	793430	855340	2402.8	1510.1	1749.2	262.68	0.000057424	0.000010516	0.021233
357	1.25E+05	730.99	0.001368	15919	16090	45.325	2475.2	2989.8	948.2	-2.30E-07	0.00040671	0.15348	0.016878	2.0162	0.49598	794600	856620	2399.8	1515.6	1756.3	262.85	0.000056671	0.000010545	0.02135
358	1.30E+05	729.97	0.0013699	18911	19089	53.694	2482.5	3000.7	944.81	-2.28E-07	0.0004009	0.15333	0.016784	2.0904	0.47839	795770	857910	2396.8	1521	1763.5	263.01	0.00005593	0.000010575	0.021468
359	1.35E+05	728.96	0.0013718	21913	22099	62.07	2489.8	3011.7	941.42	-2.25E-07	0.0003952	0.15317	0.01669	2.1668	0.46152	796930	859180	2393.8	1526.5	1770.7	263.17	0.000055201	0.000010604	0.021586
360	1.40E+05	727.93	0.0013738	24927	25119	70.453	2497.1	3022.8	938.02	-2.23E-07	0.00038961	0.15302	0.016596	2.2455	0.44534	798100	860460	2390.8	1532.1	1778.1	263.32	0.000054484	0.000010634	0.021706
361	1.45E+05	726.91	0.0013757	27951	28151	78.843	2504.3	3033.9	934.6	-2.20E-07	0.00038411	0.15286	0.016501	2.3266	0.42982	799260	861730	2387.9	1537.6	1785.5	263.47	0.000053778	0.000010663	0.021825
362	1.51E+05	725.88	0.0013776	30987	31194	87.24	2511.6	3045.1	931.18	-2.17E-07	0.00037871	0.15271	0.016406	2.4101	0.41493	800420	862990	2385	1543.3	1793	263.62	0.000053085	0.000010693	0.021945
363	1.56E+05	724.84	0.0013796	34033	34249	95.645	2518.8	3056.3	927.74	-2.15E-07	0.00037341	0.15255	0.016311	2.496	0.40064	801580	864250	2382.2	1548.9	1800.6	263.76	0.000052402	0.000010722	0.022066
364	1.62E+05	723.8	0.0013816	37090	37315	104.06	2526	3067.6	924.3	-2.12E-07	0.0003682	0.15239	0.016216	2.5845	0.38693	802730	865510	2379.3	1554.6	1808.2	263.89	0.000051731	0.000010752	0.022188
365	1.68E+05	722.75	0.0013836	40159	40392	112.48	2533.2	3079	920.84	-2.09E-07	0.00036309	0.15224	0.01612	2.6755	0.37376	803880	866770	2376.5	1560.3	1816	264.03	0.00005107	0.000010782	0.02231
366	1.74E+05	721.7	0.0013856	43239	43480	120.9	2540.4	3090.4	917.37	-2.07E-07	0.00035806	0.15208	0.016024	2.7692	0.36111	805030	868020	2373.7	1566.1	1823.8	264.15	0.00005042	0.000010811	0.022433
367	1.81E+05	720.64	0.0013877	46330	46580	129.34	2547.6	3101.9	913.88	-2.04E-07	0.00035312	0.15193	0.015928	2.8656	0.34897	806180	869260	2371	1571.9	1831.7	264.28	0.000049781	0.00001084	0.022557
368	1.87E+05	719.58	0.0013897	49432	49692	137.78	2554.7	3113.4	910.39	-2.01E-07	0.00034826	0.15177	0.015832	2.9647	0.3373	807320	870500	2368.2	1577.7	1839.7	264.4	0.000049152	0.00001087	0.022681
369	1.94E+05	718.51	0.0013918	52546	52816	146.23	2561.9	3125	906.88	-1.98E-07	0.00034349	0.15161	0.015735	3.0667	0.32608	808460	871740	2365.5	1583.6	1847.8	264.51	0.000048533	0.000010899	0.022806
370	2.01E+05	717.44	0.0013939	55671	55951	154.69	2569	3136.7	903.36	-1.95E-07	0.0003388	0.15146	0.015638	3.1715	0.3153	809600	872970	2362.9	1589.5	1855.9	264.62	0.000047924	0.000010929	0.022931
371	2.08E+05	716.36	0.001396	58807	59098	163.16	2576.1	3148.4	899.83	-1.92E-07	0.00033418	0.1513	0.01554	3.2793	0.30494	810730	874200	2360.2	1595.4	1864.2	264.73	0.000047325	0.000010958	0.023058
372	2.15E+05	715.27	0.0013981	61955	62256	171.63	2583.2	3160.2	896.28	-1.89E-07	0.00032965	0.15114	0.015442	3.3901	0.29497	811870	875420	2357.6	1601.4	1872.5	264.83	0.000046735	0.000010988	0.023185
373	2.23E+05	714.18	0.0014002	65115	65427	180.11	2590.3	3172.1	892.72	-1.87E-07	0.00032519	0.15099	0.015345	3.504	0.28539	813000	876640	2355	1607.5	1881	264.92	0.000046155	0.000011017	0.023313
374	2.31E+05	713.08	0.0014024	68286	68610	188.61	2597.4	3184	889.14	-1.84E-07	0.00032081	0.15083	0.015246	3.621	0.27617	814120	877860	2352.4	1613.5	1889.5	265.01	0.000045584	0.000011047	0.023441
375	2.39E+05	711.98	0.0014045	71469	71804	197.11	2604.4	3196	885.56	-1.81E-07	0.00031649	0.15067	0.015148	3.7412	0.26729	815240	879070	2349.8	1619.6	1898.2	265.1	0.000045023	0.000011076	0.02357
376	2.47E+05	710.87	0.0014067	74663	75011	205.62	2611.4	3208	881.95	-1.78E-07	0.00031225	0.15052	0.015049	3.8647	0.25875	816360	880270	2347.3	1625.8	1906.9	265.18	0.00004447	0.000011106	0.023701
377	2.55E+05	709.76	0.0014089	77870	78230	214.13	2618.4	3220.2	878.33	-1.74E-07	0.00030808	0.15036	0.01495	3.9916	0.25053	817480	881470	2344.7	1632	1915.7	265.26	0.000043926	0.000011135	0.023831
378	2.64E+05	708.64	0.0014112	81088	81461	222.66	2625.4	3232.3	874.7	-1.71E-07	0.00030397	0.1502	0.01485	4.1218	0.24261	818590	882660	2342.2	1638.2	1924.6	265.33	0.000043391	0.000011165	0.023963
