Temperature (K)	Pressure (Pa)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, J/kg)"	"Enthalpy (l, J/kg)"	"Entropy (l, J/kg*K)"	"Cv (l, J/kg*K)"	"Cp (l, J/kg*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/Pa)"	"Viscosity (l, Pa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, J/kg)"	"Enthalpy (v, J/kg)"	"Entropy (v, J/kg*K)"	"Cv (v, J/kg*K)"	"Cp (v, J/kg*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/Pa)"	"Viscosity (v, Pa*s)"	"Therm. Cond. (v, W/m*K)"
173.33	589.93	1158.3	0.00086331	42027	42028	284.28	1029.8	1518	1273.8	-4.11E-07	0.0011423	0.16331	0.028553	0.027065	36.948	410930	432730	2538.3	613.49	740.2	162.08	0.00021637	5.82E-06	0.001929
173.67	610.57	1157.7	0.00086377	42533	42534	287.19	1029.9	1518.2	1271.9	-4.11E-07	0.0011325	0.16308	0.028498	0.027959	35.766	411130	432970	2535.4	614.24	740.97	162.22	0.00021477	5.83E-06	0.0019615
174	631.84	1157.1	0.00086423	43039	43040	290.11	1030	1518.4	1269.9	-4.11E-07	0.0011227	0.16286	0.028444	0.028879	34.628	411330	433210	2532.5	614.98	741.74	162.36	0.00021318	5.84E-06	0.0019939
174.33	653.75	1156.5	0.00086469	43545	43546	293.01	1030	1518.7	1268	-4.10E-07	0.0011132	0.16264	0.028389	0.029824	33.53	411540	433460	2529.6	615.73	742.51	162.49	0.00021161	5.85E-06	0.0020264
174.67	676.31	1155.9	0.00086515	44052	44052	295.91	1030.1	1518.9	1266.1	-4.10E-07	0.0011037	0.16242	0.028335	0.030795	32.473	411740	433700	2526.7	616.48	743.28	162.63	0.00021005	5.86E-06	0.0020589
175	699.55	1155.2	0.00086561	44558	44559	298.81	1030.2	1519.1	1264.2	-4.10E-07	0.0010944	0.1622	0.02828	0.031794	31.453	411940	433950	2523.9	617.23	744.05	162.77	0.00020851	5.87E-06	0.0020913
175.33	723.48	1154.6	0.00086608	45064	45065	301.7	1030.2	1519.3	1262.3	-4.09E-07	0.0010852	0.16198	0.028226	0.03282	30.47	412150	434190	2521	617.98	744.83	162.9	0.00020698	5.88E-06	0.0021238
175.67	748.12	1154	0.00086654	45571	45572	304.59	1030.3	1519.5	1260.4	-4.09E-07	0.0010761	0.16176	0.028172	0.033874	29.521	412350	434440	2518.2	618.73	745.6	163.04	0.00020547	5.89E-06	0.0021563
176	773.48	1153.4	0.00086701	46077	46078	307.47	1030.3	1519.7	1258.5	-4.09E-07	0.0010671	0.16154	0.028117	0.034957	28.607	412550	434680	2515.4	619.48	746.38	163.17	0.00020397	5.90E-06	0.0021888
176.33	799.58	1152.8	0.00086747	46584	46585	310.34	1030.4	1520	1256.6	-4.09E-07	0.0010583	0.16133	0.028063	0.03607	27.724	412760	434930	2512.7	620.23	747.16	163.31	0.00020248	5.91E-06	0.0022212
176.67	826.45	1152.2	0.00086794	47091	47091	313.21	1030.4	1520.2	1254.7	-4.08E-07	0.0010495	0.16111	0.028008	0.037212	26.873	412960	435170	2509.9	620.99	747.94	163.44	0.00020101	5.92E-06	0.0022537
177	854.09	1151.5	0.00086841	47598	47598	316.08	1030.4	1520.4	1252.8	-4.08E-07	0.0010409	0.16089	0.027954	0.038386	26.051	413170	435420	2507.1	621.74	748.72	163.58	0.00019955	5.94E-06	0.0022862
177.33	882.52	1150.9	0.00086887	48104	48105	318.94	1030.5	1520.5	1250.9	-4.08E-07	0.0010324	0.16067	0.0279	0.039591	25.258	413370	435660	2504.4	622.5	749.5	163.71	0.0001981	5.95E-06	0.0023187
177.67	911.78	1150.3	0.00086934	48611	48612	321.79	1030.5	1520.7	1249.1	-4.08E-07	0.001024	0.16045	0.027846	0.040828	24.493	413570	435910	2501.7	623.25	750.29	163.85	0.00019667	5.96E-06	0.0023511
178	941.87	1149.7	0.00086981	49118	49119	324.65	1030.5	1520.9	1247.2	-4.07E-07	0.0010157	0.16024	0.027791	0.042098	23.754	413780	436150	2499	624.01	751.07	163.98	0.00019525	5.97E-06	0.0023836
178.33	972.81	1149.1	0.00087028	49625	49626	327.49	1030.5	1521.1	1245.3	-4.07E-07	0.0010075	0.16002	0.027737	0.043401	23.041	413980	436400	2496.3	624.77	751.86	164.11	0.00019384	5.98E-06	0.0024161
178.67	1004.6	1148.4	0.00087075	50132	50133	330.33	1030.5	1521.3	1243.5	-4.07E-07	0.00099942	0.1598	0.027683	0.044738	22.352	414190	436640	2493.6	625.53	752.65	164.25	0.00019245	5.99E-06	0.0024486
179	1037.3	1147.8	0.00087122	50639	50640	333.17	1030.5	1521.5	1241.6	-4.06E-07	0.00099144	0.15959	0.027629	0.046111	21.687	414390	436890	2491	626.29	753.44	164.38	0.00019107	6.00E-06	0.0024811
179.33	1071	1147.2	0.00087169	51146	51147	336	1030.5	1521.7	1239.8	-4.06E-07	0.00098355	0.15937	0.027574	0.047519	21.044	414600	437140	2488.4	627.05	754.23	164.51	0.0001897	6.01E-06	0.0025135
179.67	1105.5	1146.6	0.00087216	51654	51655	338.82	1030.5	1521.8	1237.9	-4.06E-07	0.00097577	0.15916	0.02752	0.048964	20.423	414810	437380	2485.7	627.81	755.02	164.65	0.00018834	6.02E-06	0.002546
180	1141.1	1146	0.00087263	52161	52162	341.65	1030.5	1522	1236.1	-4.06E-07	0.00096808	0.15894	0.027466	0.050446	19.823	415010	437630	2483.1	628.57	755.82	164.78	0.00018699	6.03E-06	0.0025785
180.33	1177.6	1145.3	0.00087311	52668	52669	344.46	1030.5	1522.2	1234.3	-4.05E-07	0.00096048	0.15873	0.027412	0.051966	19.244	415220	437880	2480.6	629.34	756.61	164.91	0.00018566	6.05E-06	0.002611
180.67	1215.1	1144.7	0.00087358	53176	53177	347.27	1030.5	1522.4	1232.4	-4.05E-07	0.00095298	0.15851	0.027358	0.053524	18.683	415420	438120	2478	630.1	757.41	165.04	0.00018434	6.06E-06	0.0026435
181	1253.6	1144.1	0.00087405	53683	53684	350.08	1030.5	1522.6	1230.6	-4.05E-07	0.00094557	0.1583	0.027304	0.055122	18.142	415630	438370	2475.4	630.87	758.21	165.17	0.00018303	6.07E-06	0.002676
181.33	1293.2	1143.5	0.00087453	54191	54192	352.88	1030.5	1522.7	1228.8	-4.05E-07	0.00093825	0.15808	0.027249	0.05676	17.618	415840	438620	2472.9	631.63	759.01	165.31	0.00018173	6.08E-06	0.0027085
181.67	1333.8	1142.9	0.000875	54698	54700	355.68	1030.5	1522.9	1227	-4.04E-07	0.00093102	0.15787	0.027195	0.05844	17.112	416040	438870	2470.4	632.4	759.81	165.44	0.00018044	6.09E-06	0.0027409
182	1375.6	1142.2	0.00087548	55206	55207	358.47	1030.5	1523.1	1225.1	-4.04E-07	0.00092387	0.15766	0.027141	0.060161	16.622	416250	439110	2467.8	633.17	760.62	165.57	0.00017917	6.10E-06	0.0027734
182.33	1418.5	1141.6	0.00087596	55714	55715	361.26	1030.5	1523.3	1223.3	-4.04E-07	0.00091681	0.15744	0.027087	0.061926	16.148	416460	439360	2465.4	633.94	761.42	165.7	0.00017791	6.11E-06	0.0028059
182.67	1462.5	1141	0.00087643	56222	56223	364.04	1030.5	1523.4	1221.5	-4.03E-07	0.00090984	0.15723	0.027033	0.063734	15.69	416660	439610	2462.9	634.71	762.23	165.83	0.00017665	6.12E-06	0.0028384
183	1507.6	1140.4	0.00087691	56729	56731	366.82	1030.5	1523.6	1219.7	-4.03E-07	0.00090295	0.15702	0.026979	0.065586	15.247	416870	439860	2460.4	635.48	763.04	165.96	0.00017541	6.13E-06	0.0028709
183.33	1554	1139.7	0.00087739	57237	57239	369.59	1030.4	1523.8	1217.9	-4.03E-07	0.00089614	0.15681	0.026925	0.067484	14.818	417080	440110	2458	636.26	763.85	166.09	0.00017418	6.14E-06	0.0029034
183.67	1601.6	1139.1	0.00087787	57745	57747	372.36	1030.4	1524	1216.1	-4.03E-07	0.00088941	0.1566	0.026871	0.069428	14.403	417290	440360	2455.5	637.03	764.66	166.22	0.00017296	6.16E-06	0.0029359
184	1650.5	1138.5	0.00087835	58253	58255	375.12	1030.4	1524.1	1214.3	-4.02E-07	0.00088276	0.15639	0.026817	0.071419	14.002	417490	440600	2453.1	637.8	765.48	166.35	0.00017175	6.17E-06	0.0029684
184.33	1700.6	1137.9	0.00087883	58761	58763	377.88	1030.4	1524.3	1212.6	-4.02E-07	0.00087619	0.15617	0.026764	0.073458	13.613	417700	440850	2450.7	638.58	766.3	166.48	0.00017056	6.18E-06	0.0030009
184.67	1752	1137.3	0.00087931	59269	59271	380.63	1030.4	1524.5	1210.8	-4.02E-07	0.0008697	0.15596	0.02671	0.075546	13.237	417910	441100	2448.3	639.36	767.11	166.61	0.00016937	6.19E-06	0.0030334
185	1804.7	1136.6	0.00087979	59778	59779	383.38	1030.4	1524.7	1209	-4.01E-07	0.00086328	0.15575	0.026656	0.077684	12.873	418120	441350	2445.9	640.13	767.93	166.74	0.00016819	6.20E-06	0.0030659
185.33	1858.8	1136	0.00088028	60286	60287	386.13	1030.3	1524.9	1207.2	-4.01E-07	0.00085693	0.15554	0.026602	0.079873	12.52	418330	441600	2443.6	640.91	768.75	166.87	0.00016702	6.21E-06	0.0030984
185.67	1914.3	1135.4	0.00088076	60794	60796	388.87	1030.3	1525.1	1205.4	-4.01E-07	0.00085066	0.15533	0.026548	0.082114	12.178	418540	441850	2441.2	641.69	769.58	167	0.00016587	6.22E-06	0.0031309
186	1971.2	1134.8	0.00088124	61303	61304	391.6	1030.3	1525.2	1203.7	-4.01E-07	0.00084446	0.15512	0.026494	0.084408	11.847	418750	442100	2438.9	642.48	770.4	167.12	0.00016472	6.23E-06	0.0031634
186.33	2029.5	1134.1	0.00088173	61811	61813	394.33	1030.3	1525.4	1201.9	-4.00E-07	0.00083833	0.15492	0.02644	0.086755	11.527	418950	442350	2436.6	643.26	771.23	167.25	0.00016358	6.24E-06	0.0031959
186.67	2089.3	1133.5	0.00088221	62319	62321	397.06	1030.3	1525.6	1200.1	-4.00E-07	0.00083227	0.15471	0.026387	0.089157	11.216	419160	442600	2434.3	644.04	772.06	167.38	0.00016246	6.25E-06	0.0032285
187	2150.6	1132.9	0.0008827	62828	62830	399.78	1030.3	1525.8	1198.4	-4.00E-07	0.00082628	0.1545	0.026333	0.091615	10.915	419370	442850	2432	644.83	772.89	167.51	0.00016134	6.27E-06	0.003261
187.33	2213.5	1132.3	0.00088319	63337	63339	402.5	1030.2	1526	1196.6	-3.99E-07	0.00082035	0.15429	0.026279	0.094129	10.624	419580	443100	2429.7	645.61	773.72	167.64	0.00016023	6.28E-06	0.0032935
187.67	2277.9	1131.6	0.00088367	63845	63847	405.21	1030.2	1526.2	1194.8	-3.99E-07	0.0008145	0.15408	0.026226	0.096702	10.341	419790	443350	2427.4	646.4	774.56	167.76	0.00015913	6.29E-06	0.003326
188	2343.8	1131	0.00088416	64354	64356	407.92	1030.2	1526.4	1193.1	-3.99E-07	0.0008087	0.15387	0.026172	0.099333	10.067	420000	443600	2425.2	647.19	775.39	167.89	0.00015805	6.30E-06	0.0033585
188.33	2411.5	1130.4	0.00088465	64863	64865	410.63	1030.2	1526.6	1191.3	-3.98E-07	0.00080298	0.15367	0.026118	0.10202	9.8016	420210	443850	2422.9	647.98	776.23	168.02	0.00015697	6.31E-06	0.003391
188.67	2480.7	1129.8	0.00088514	65372	65374	413.33	1030.2	1526.8	1189.6	-3.98E-07	0.00079731	0.15346	0.026064	0.10478	9.5441	420420	444100	2420.7	648.77	777.07	168.14	0.0001559	6.32E-06	0.0034236
189	2551.7	1129.1	0.00088563	65881	65883	416.02	1030.2	1527	1187.8	-3.98E-07	0.00079171	0.15325	0.026011	0.10759	9.2945	420630	444350	2418.5	649.56	777.91	168.27	0.00015484	6.33E-06	0.0034561
189.33	2624.4	1128.5	0.00088612	66390	66392	418.71	1030.2	1527.2	1186.1	-3.98E-07	0.00078617	0.15305	0.025957	0.11047	9.0524	420840	444600	2416.3	650.35	778.76	168.39	0.00015379	6.34E-06	0.0034886
189.67	2698.8	1127.9	0.00088661	66899	66901	421.4	1030.2	1527.4	1184.4	-3.97E-07	0.00078069	0.15284	0.025904	0.11341	8.8176	421050	444850	2414.1	651.14	779.6	168.52	0.00015274	6.35E-06	0.0035211
190	2775.1	1127.3	0.0008871	67408	67410	424.08	1030.2	1527.6	1182.6	-3.97E-07	0.00077527	0.15263	0.02585	0.11642	8.5898	421260	445100	2411.9	651.94	780.45	168.64	0.00015171	6.37E-06	0.0035537
190.33	2853.2	1126.6	0.0008876	67917	67920	426.76	1030.2	1527.9	1180.9	-3.97E-07	0.00076991	0.15243	0.025796	0.11949	8.3689	421480	445350	2409.8	652.74	781.3	168.77	0.00015068	6.38E-06	0.0035862
190.67	2933.1	1126	0.00088809	68426	68429	429.43	1030.2	1528.1	1179.1	-3.96E-07	0.00076461	0.15222	0.025743	0.12263	8.1545	421690	445600	2407.6	653.53	782.15	168.89	0.00014967	6.39E-06	0.0036187
191	3014.9	1125.4	0.00088859	68936	68939	432.1	1030.2	1528.3	1177.4	-3.96E-07	0.00075936	0.15202	0.025689	0.12584	7.9465	421900	445860	2405.5	654.33	783.01	169.02	0.00014866	6.40E-06	0.0036513
191.33	3098.7	1124.8	0.00088908	69445	69448	434.77	1030.2	1528.5	1175.7	-3.96E-07	0.00075417	0.15181	0.025636	0.12912	7.7446	422110	446110	2403.4	655.13	783.86	169.14	0.00014766	6.41E-06	0.0036838
191.67	3184.4	1124.1	0.00088958	69955	69958	437.43	1030.2	1528.8	1174	-3.95E-07	0.00074903	0.15161	0.025582	0.13247	7.5487	422320	446360	2401.3	655.93	784.72	169.27	0.00014667	6.42E-06	0.0037163
192	3272.1	1123.5	0.00089007	70464	70467	440.08	1030.2	1529	1172.2	-3.95E-07	0.00074395	0.15141	0.025529	0.1359	7.3585	422530	446610	2399.2	656.73	785.58	169.39	0.00014569	6.43E-06	0.0037489
192.33	3361.9	1122.9	0.00089057	70974	70977	442.73	1030.2	1529.2	1170.5	-3.95E-07	0.00073892	0.1512	0.025476	0.1394	7.1738	422740	446860	2397.1	657.54	786.45	169.51	0.00014472	6.44E-06	0.0037814
192.67	3453.8	1122.2	0.00089107	71484	71487	445.38	1030.2	1529.5	1168.8	-3.94E-07	0.00073395	0.151	0.025422	0.14297	6.9946	422960	447110	2395	658.34	787.31	169.64	0.00014375	6.45E-06	0.003814
193	3547.8	1121.6	0.00089157	71994	71997	448.03	1030.2	1529.7	1167.1	-3.94E-07	0.00072903	0.1508	0.025369	0.14662	6.8205	423170	447370	2392.9	659.15	788.18	169.76	0.0001428	6.46E-06	0.0038465
193.33	3643.9	1121	0.00089207	72504	72507	450.67	1030.2	1529.9	1165.3	-3.94E-07	0.00072416	0.15059	0.025315	0.15034	6.6515	423380	447620	2390.9	659.95	789.05	169.88	0.00014185	6.48E-06	0.003879
193.67	3742.3	1120.4	0.00089257	73014	73017	453.3	1030.2	1530.2	1163.6	-3.93E-07	0.00071934	0.15039	0.025262	0.15415	6.4873	423590	447870	2388.9	660.76	789.92	170	0.00014091	6.49E-06	0.0039116
194	3842.9	1119.7	0.00089307	73524	73527	455.93	1030.2	1530.4	1161.9	-3.93E-07	0.00071457	0.15019	0.025209	0.15803	6.3278	423800	448120	2386.8	661.57	790.79	170.13	0.00013997	6.50E-06	0.0039442
194.33	3945.8	1119.1	0.00089357	74034	74037	458.56	1030.3	1530.7	1160.2	-3.93E-07	0.00070984	0.14999	0.025155	0.162	6.1729	424020	448370	2384.8	662.38	791.67	170.25	0.00013905	6.51E-06	0.0039767
194.67	4051	1118.5	0.00089407	74544	74548	461.18	1030.3	1530.9	1158.5	-3.92E-07	0.00070517	0.14978	0.025102	0.16605	6.0224	424230	448630	2382.8	663.2	792.54	170.37	0.00013813	6.52E-06	0.0040093
195	4158.5	1117.8	0.00089458	75054	75058	463.8	1030.3	1531.2	1156.8	-3.92E-07	0.00070055	0.14958	0.025049	0.17018	5.8762	424440	448880	2380.8	664.01	793.42	170.49	0.00013722	6.53E-06	0.0040418
195.33	4268.5	1117.2	0.00089508	75565	75569	466.42	1030.3	1531.5	1155.1	-3.91E-07	0.00069597	0.14938	0.024996	0.1744	5.7341	424660	449130	2378.9	664.82	794.31	170.61	0.00013632	6.54E-06	0.0040744
195.67	4380.9	1116.6	0.00089558	76075	76079	469.03	1030.4	1531.7	1153.4	-3.91E-07	0.00069144	0.14918	0.024942	0.1787	5.596	424870	449380	2376.9	665.64	795.19	170.73	0.00013543	6.55E-06	0.004107
196	4495.8	1116	0.00089609	76586	76590	471.64	1030.4	1532	1151.7	-3.91E-07	0.00068695	0.14898	0.024889	0.18309	5.4617	425080	449640	2374.9	666.46	796.08	170.85	0.00013454	6.56E-06	0.0041395
196.33	4613.3	1115.3	0.0008966	77097	77101	474.24	1030.4	1532.3	1150	-3.90E-07	0.00068251	0.14878	0.024836	0.18757	5.3312	425300	449890	2373	667.28	796.97	170.97	0.00013366	6.58E-06	0.0041721
196.67	4733.3	1114.7	0.0008971	77607	77612	476.84	1030.5	1532.6	1148.3	-0.00000039	0.00067811	0.14858	0.024783	0.19215	5.2044	425510	450140	2371.1	668.1	797.86	171.09	0.00013279	6.59E-06	0.0042047
197	4856	1114.1	0.00089761	78118	78123	479.44	1030.5	1532.8	1146.6	-3.90E-07	0.00067376	0.14838	0.02473	0.19681	5.081	425720	450400	2369.2	668.92	798.75	171.21	0.00013192	6.60E-06	0.0042372
197.33	4981.3	1113.4	0.00089812	78629	78634	482.03	1030.5	1533.1	1144.9	-3.89E-07	0.00066945	0.14818	0.024677	0.20157	4.9611	425940	450650	2367.2	669.74	799.65	171.33	0.00013106	6.61E-06	0.0042698
197.67	5109.4	1112.8	0.00089863	79140	79145	484.61	1030.6	1533.4	1143.2	-3.89E-07	0.00066518	0.14798	0.024623	0.20642	4.8444	426150	450900	2365.3	670.56	800.55	171.45	0.00013021	6.62E-06	0.0043024
198	5240.2	1112.2	0.00089914	79651	79656	487.2	1030.6	1533.7	1141.5	-3.89E-07	0.00066096	0.14778	0.02457	0.21137	4.731	426370	451160	2363.5	671.39	801.45	171.57	0.00012937	6.63E-06	0.004335
198.33	5373.9	1111.5	0.00089965	80163	80167	489.78	1030.7	1534	1139.8	-3.88E-07	0.00065677	0.14759	0.024517	0.21642	4.6207	426580	451410	2361.6	672.22	802.35	171.69	0.00012853	6.64E-06	0.0043676
198.67	5510.3	1110.9	0.00090016	80674	80679	492.35	1030.7	1534.3	1138.1	-3.88E-07	0.00065263	0.14739	0.024464	0.22157	4.5133	426790	451660	2359.7	673.04	803.26	171.8	0.0001277	6.65E-06	0.0044002
199	5649.8	1110.3	0.00090067	81185	81190	494.93	1030.8	1534.6	1136.4	-3.87E-07	0.00064853	0.14719	0.024411	0.22681	4.4089	427010	451920	2357.9	673.87	804.17	171.92	0.00012688	6.66E-06	0.0044328
199.33	5792.1	1109.6	0.00090119	81697	81702	497.49	1030.8	1534.9	1134.7	-3.87E-07	0.00064447	0.14699	0.024358	0.23216	4.3073	427220	452170	2356	674.7	805.08	172.04	0.00012606	6.68E-06	0.0044654
199.67	5937.5	1109	0.0009017	82209	82214	500.06	1030.9	1535.2	1133	-3.87E-07	0.00064044	0.14679	0.024305	0.23762	4.2084	427440	452430	2354.2	675.54	805.99	172.16	0.00012525	6.69E-06	0.004498
200	6085.9	1108.4	0.00090221	82720	82726	502.62	1031	1535.6	1131.3	-3.86E-07	0.00063646	0.1466	0.024252	0.24318	4.1122	427650	452680	2352.4	676.37	806.9	172.27	0.00012445	6.70E-06	0.0045306
200.33	6237.5	1107.8	0.00090273	83232	83238	505.18	1031	1535.9	1129.6	-3.86E-07	0.00063251	0.1464	0.024199	0.24885	4.0185	427870	452930	2350.6	677.2	807.82	172.39	0.00012366	6.71E-06	0.0045632
200.67	6392.2	1107.1	0.00090325	83744	83750	507.73	1031.1	1536.2	1128	-3.85E-07	0.0006286	0.1462	0.024146	0.25462	3.9274	428080	453190	2348.8	678.04	808.74	172.51	0.00012287	6.72E-06	0.0045958
201	6550.1	1106.5	0.00090376	84256	84262	510.28	1031.2	1536.5	1126.3	-3.85E-07	0.00062473	0.14601	0.024093	0.26051	3.8386	428300	453440	2347	678.88	809.67	172.62	0.00012208	6.73E-06	0.0046284
201.33	6711.2	1105.9	0.00090428	84768	84774	512.83	1031.3	1536.9	1124.6	-3.85E-07	0.00062089	0.14581	0.024041	0.26651	3.7522	428510	453700	2345.2	679.72	810.59	172.74	0.00012131	6.74E-06	0.004661
201.67	6875.7	1105.2	0.0009048	85281	85287	515.37	1031.3	1537.2	1122.9	-3.84E-07	0.00061709	0.14561	0.023988	0.27262	3.6681	428730	453950	2343.4	680.56	811.52	172.85	0.00012054	6.75E-06	0.0046936
202	7043.6	1104.6	0.00090532	85793	85799	517.91	1031.4	1537.5	1121.2	-3.84E-07	0.00061333	0.14542	0.023935	0.27885	3.5862	428940	454200	2341.7	681.4	812.45	172.97	0.00011977	6.76E-06	0.0047262
202.33	7214.9	1103.9	0.00090584	86306	86312	520.44	1031.5	1537.9	1119.6	-3.83E-07	0.0006096	0.14522	0.023882	0.28519	3.5064	429160	454460	2339.9	682.24	813.38	173.08	0.00011901	6.78E-06	0.0047589
202.67	7389.6	1103.3	0.00090636	86818	86825	522.97	1031.6	1538.2	1117.9	-3.83E-07	0.0006059	0.14503	0.023829	0.29165	3.4287	429380	454710	2338.2	683.09	814.32	173.2	0.00011826	6.79E-06	0.0047915
203	7567.9	1102.7	0.00090688	87331	87338	525.5	1031.7	1538.6	1116.2	-3.83E-07	0.00060224	0.14483	0.023777	0.29823	3.3531	429590	454970	2336.5	683.93	815.26	173.31	0.00011752	6.80E-06	0.0048241
203.33	7749.8	1102	0.00090741	87844	87851	528.03	1031.8	1539	1114.5	-3.82E-07	0.00059862	0.14464	0.023724	0.30494	3.2794	429810	455220	2334.8	684.78	816.2	173.42	0.00011678	6.81E-06	0.0048568
203.67	7935.3	1101.4	0.00090793	88357	88364	530.55	1031.8	1539.3	1112.9	-3.82E-07	0.00059502	0.14445	0.023671	0.31177	3.2075	430020	455480	2333.1	685.63	817.14	173.54	0.00011604	6.82E-06	0.0048894
204	8124.6	1100.8	0.00090845	88870	88877	533.07	1031.9	1539.7	1111.2	-3.81E-07	0.00059146	0.14425	0.023618	0.31872	3.1376	430240	455730	2331.4	686.48	818.09	173.65	0.00011531	6.83E-06	0.0049221
204.33	8317.6	1100.1	0.00090898	89383	89391	535.58	1032	1540	1109.5	-3.81E-07	0.00058793	0.14406	0.023566	0.3258	3.0694	430460	455990	2329.7	687.33	819.04	173.76	0.00011459	6.84E-06	0.0049547
204.67	8514.4	1099.5	0.00090951	89896	89904	538.09	1032.1	1540.4	1107.8	-3.80E-07	0.00058444	0.14386	0.023513	0.33301	3.0029	430670	456240	2328	688.19	819.99	173.87	0.00011388	6.85E-06	0.0049874
205	8715.1	1098.9	0.00091003	90410	90418	540.6	1032.3	1540.8	1106.2	-0.00000038	0.00058097	0.14367	0.02346	0.34035	2.9382	430890	456490	2326.3	689.04	820.94	173.99	0.00011317	6.86E-06	0.00502
205.33	8919.7	1098.2	0.00091056	90924	90932	543.1	1032.4	1541.2	1104.5	-3.80E-07	0.00057754	0.14348	0.023408	0.34782	2.8751	431100	456750	2324.7	689.9	821.9	174.1	0.00011246	6.88E-06	0.0050527
205.67	9128.3	1097.6	0.00091109	91437	91446	545.6	1032.5	1541.6	1102.8	-3.79E-07	0.00057414	0.14329	0.023355	0.35542	2.8135	431320	457000	2323	690.76	822.86	174.21	0.00011176	6.89E-06	0.0050853
206	9341	1096.9	0.00091162	91951	91960	548.1	1032.6	1542	1101.2	-3.79E-07	0.00057077	0.14309	0.023303	0.36317	2.7536	431540	457260	2321.4	691.62	823.82	174.32	0.00011107	6.90E-06	0.005118
206.33	9557.8	1096.3	0.00091215	92465	92474	550.59	1032.7	1542.4	1099.5	-3.78E-07	0.00056742	0.1429	0.02325	0.37104	2.6951	431760	457510	2319.8	692.48	824.79	174.43	0.00011038	6.91E-06	0.0051507
206.67	9778.8	1095.7	0.00091268	92979	92988	553.08	1032.8	1542.7	1097.8	-3.78E-07	0.00056411	0.14271	0.023197	0.37906	2.6381	431970	457770	2318.1	693.34	825.76	174.54	0.0001097	6.92E-06	0.0051833
