Temperature (K)	Pressure (Pa)	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, J/kg)"	"Enthalpy (v, J/kg)"	"Entropy (v, J/kg*K)"	"Cv (v, J/kg*K)"	"Cp (v, J/kg*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/Pa)"	"Therm. Cond. (v, W/m*K)"	"Viscosity (v, Pa*s)"
330	101330	1.0695	0.93503	235790	330530	6962.6	719.87	1008.1	364.23	1.82E-06	0.028169	0.000019999
331	101330	1.0662	0.93787	236510	331540	6965.6	719.94	1008.1	364.78	1.81E-06	0.02824	0.000020046
332	101330	1.063	0.94071	237230	332540	6968.7	720.01	1008.2	365.32	1.80E-06	0.028311	0.000020092
333	101330	1.0598	0.94355	237950	333550	6971.7	720.08	1008.3	365.87	1.78E-06	0.028382	0.000020138
334	101330	1.0567	0.94639	238670	334560	6974.7	720.15	1008.3	366.41	1.77E-06	0.028453	0.000020184
335	101330	1.0535	0.94922	239390	335570	6977.7	720.22	1008.4	366.96	1.76E-06	0.028523	0.000020231
336	101330	1.0503	0.95206	240110	336580	6980.7	720.29	1008.5	367.5	1.75E-06	0.028594	0.000020277
337	101330	1.0472	0.9549	240830	337590	6983.7	720.37	1008.5	368.04	1.73E-06	0.028664	0.000020323
338	101330	1.0441	0.95774	241550	338590	6986.7	720.44	1008.6	368.58	1.72E-06	0.028735	0.000020369
339	101330	1.041	0.96058	242270	339600	6989.7	720.52	1008.7	369.12	1.71E-06	0.028805	0.000020414
340	101330	1.038	0.96342	242990	340610	6992.7	720.59	1008.7	369.66	1.70E-06	0.028875	0.00002046
341	101330	1.0349	0.96626	243710	341620	6995.6	720.67	1008.8	370.2	1.69E-06	0.028946	0.000020506
342	101330	1.0319	0.9691	244440	342630	6998.6	720.75	1008.9	370.74	1.67E-06	0.029016	0.000020552
343	101330	1.0289	0.97193	245160	343640	7001.5	720.82	1008.9	371.27	1.66E-06	0.029086	0.000020597
344	101330	1.0259	0.97477	245880	344650	7004.5	720.9	1009	371.81	1.65E-06	0.029156	0.000020643
345	101330	1.0229	0.97761	246600	345660	7007.4	720.98	1009.1	372.34	1.64E-06	0.029226	0.000020689
346	101330	1.0199	0.98045	247320	346670	7010.3	721.06	1009.2	372.88	1.63E-06	0.029296	0.000020734
347	101330	1.017	0.98329	248040	347670	7013.2	721.14	1009.2	373.41	1.62E-06	0.029365	0.00002078
348	101330	1.0141	0.98613	248760	348680	7016.1	721.23	1009.3	373.94	1.61E-06	0.029435	0.000020825
349	101330	1.0112	0.98896	249490	349690	7019	721.31	1009.4	374.48	1.59E-06	0.029505	0.00002087
350	101330	1.0083	0.9918	250210	350700	7021.9	721.39	1009.5	375.01	1.58E-06	0.029574	0.000020915
351	101330	1.0054	0.99464	250930	351710	7024.8	721.48	1009.5	375.54	1.57E-06	0.029644	0.000020961
352	101330	1.0025	0.99748	251650	352720	7027.7	721.56	1009.6	376.06	1.56E-06	0.029713	0.000021006
353	101330	0.99968	1.0003	252370	353730	7030.5	721.65	1009.7	376.59	1.55E-06	0.029783	0.000021051
354	101330	0.99685	1.0032	253100	354740	7033.4	721.73	1009.8	377.12	1.54E-06	0.029852	0.000021096
355	101330	0.99404	1.006	253820	355750	7036.2	721.82	1009.9	377.65	1.53E-06	0.029921	0.000021141
356	101330	0.99125	1.0088	254540	356760	7039.1	721.91	1009.9	378.17	1.52E-06	0.02999	0.000021186
357	101330	0.98846	1.0117	255260	357770	7041.9	722	1010	378.7	1.51E-06	0.03006	0.000021231
358	101330	0.9857	1.0145	255990	358780	7044.7	722.09	1010.1	379.22	1.50E-06	0.030129	0.000021276
359	101330	0.98295	1.0173	256710	359790	7047.6	722.18	1010.2	379.74	1.49E-06	0.030198	0.00002132
360	101330	0.98022	1.0202	257430	360800	7050.4	722.27	1010.3	380.26	1.48E-06	0.030267	0.000021365
361	101330	0.9775	1.023	258150	361810	7053.2	722.36	1010.4	380.79	0.000001466	0.030335	0.00002141
362	101330	0.97479	1.0259	258880	362820	7056	722.46	1010.4	381.31	1.46E-06	0.030404	0.000021454
363	101330	0.9721	1.0287	259600	363830	7058.8	722.55	1010.5	381.83	1.45E-06	0.030473	0.000021499
364	101330	0.96943	1.0315	260320	364840	7061.5	722.64	1010.6	382.34	1.44E-06	0.030542	0.000021543
365	101330	0.96677	1.0344	261050	365850	7064.3	722.74	1010.7	382.86	1.43E-06	0.03061	0.000021588
366	101330	0.96412	1.0372	261770	366860	7067.1	722.84	1010.8	383.38	1.42E-06	0.030679	0.000021632
367	101330	0.96149	1.04	262490	367880	7069.8	722.93	1010.9	383.9	1.41E-06	0.030747	0.000021676
368	101330	0.95888	1.0429	263220	368890	7072.6	723.03	1011	384.41	1.40E-06	0.030816	0.000021721
369	101330	0.95627	1.0457	263940	369900	7075.3	723.13	1011.1	384.93	1.39E-06	0.030884	0.000021765
370	101330	0.95369	1.0486	264660	370910	7078.1	723.23	1011.2	385.44	1.38E-06	0.030952	0.000021809
371	101330	0.95111	1.0514	265390	371920	7080.8	723.33	1011.3	385.95	1.37E-06	0.03102	0.000021853
372	101330	0.94855	1.0542	266110	372930	7083.5	723.43	1011.4	386.47	1.36E-06	0.031088	0.000021897
373	101330	0.94601	1.0571	266830	373940	7086.2	723.53	1011.5	386.98	1.35E-06	0.031157	0.000021941
374	101330	0.94347	1.0599	267560	374950	7088.9	723.63	1011.6	387.49	1.34E-06	0.031225	0.000021985
375	101330	0.94095	1.0628	268280	375970	7091.6	723.74	1011.7	388	1.33E-06	0.031293	0.000022029
376	101330	0.93845	1.0656	269010	376980	7094.3	723.84	1011.8	388.51	1.32E-06	0.03136	0.000022073
377	101330	0.93596	1.0684	269730	377990	7097	723.95	1011.9	389.02	1.31E-06	0.031428	0.000022117
378	101330	0.93348	1.0713	270460	379000	7099.7	724.05	1012	389.52	1.30E-06	0.031496	0.000022161
379	101330	0.93101	1.0741	271180	380010	7102.4	724.16	1012.1	390.03	1.29E-06	0.031564	0.000022204
380	101330	0.92856	1.0769	271900	381030	7105	724.27	1012.2	390.54	1.28E-06	0.031631	0.000022248
381	101330	0.92612	1.0798	272630	382040	7107.7	724.37	1012.3	391.04	1.27E-06	0.031699	0.000022292
382	101330	0.92369	1.0826	273350	383050	7110.4	724.48	1012.4	391.55	1.26E-06	0.031766	0.000022335
383	101330	0.92128	1.0855	274080	384060	7113	724.59	1012.5	392.05	1.25E-06	0.031834	0.000022379
384	101330	0.91887	1.0883	274800	385070	7115.6	724.7	1012.6	392.56	1.25E-06	0.031901	0.000022422
385	101330	0.91648	1.0911	275530	386090	7118.3	724.81	1012.7	393.06	1.24E-06	0.031969	0.000022465
386	101330	0.91411	1.094	276250	387100	7120.9	724.93	1012.8	393.56	1.23E-06	0.032036	0.000022509
387	101330	0.91174	1.0968	276980	388110	7123.5	725.04	1012.9	394.06	1.22E-06	0.032103	0.000022552
388	101330	0.90939	1.0996	277700	389130	7126.1	725.15	1013	394.56	1.21E-06	0.03217	0.000022595
389	101330	0.90705	1.1025	278430	390140	7128.8	725.27	1013.1	395.06	1.20E-06	0.032237	0.000022639
390	101330	0.90472	1.1053	279160	391150	7131.4	725.38	1013.2	395.56	1.19E-06	0.032304	0.000022682
391	101330	0.90241	1.1081	279880	392170	7133.9	725.5	1013.3	396.06	1.18E-06	0.032371	0.000022725
392	101330	0.9001	1.111	280610	393180	7136.5	725.62	1013.5	396.55	1.18E-06	0.032438	0.000022768
393	101330	0.89781	1.1138	281330	394190	7139.1	725.73	1013.6	397.05	1.17E-06	0.032505	0.000022811
394	101330	0.89553	1.1167	282060	395210	7141.7	725.85	1013.7	397.55	1.16E-06	0.032572	0.000022854
395	101330	0.89326	1.1195	282790	396220	7144.3	725.97	1013.8	398.04	1.15E-06	0.032639	0.000022897
396	101330	0.891	1.1223	283510	397230	7146.8	726.09	1013.9	398.54	0.000001142	0.032705	0.00002294
397	101330	0.88875	1.1252	284240	398250	7149.4	726.21	1014	399.03	1.13E-06	0.032772	0.000022982
398	101330	0.88652	1.128	284970	399260	7151.9	726.33	1014.1	399.52	1.13E-06	0.032839	0.000023025
399	101330	0.88429	1.1308	285690	400280	7154.5	726.46	1014.3	400.02	1.12E-06	0.032905	0.000023068
400	101330	0.88208	1.1337	286420	401290	7157	726.58	1014.4	400.51	1.11E-06	0.032972	0.000023111
401	101330	0.87988	1.1365	287150	402300	7159.6	726.7	1014.5	401	1.10E-06	0.033038	0.000023153
402	101330	0.87769	1.1394	287870	403320	7162.1	726.83	1014.6	401.49	1.09E-06	0.033104	0.000023196
403	101330	0.87551	1.1422	288600	404330	7164.6	726.95	1014.7	401.98	1.09E-06	0.033171	0.000023238
404	101330	0.87334	1.145	289330	405350	7167.1	727.08	1014.9	402.47	1.08E-06	0.033237	0.000023281
405	101330	0.87118	1.1479	290060	406360	7169.6	727.21	1015	402.95	1.07E-06	0.033303	0.000023323
406	101330	0.86903	1.1507	290780	407380	7172.1	727.33	1015.1	403.44	1.06E-06	0.033369	0.000023366
407	101330	0.8669	1.1535	291510	408390	7174.6	727.46	1015.2	403.93	1.05E-06	0.033435	0.000023408
408	101330	0.86477	1.1564	292240	409410	7177.1	727.59	1015.4	404.41	1.05E-06	0.033501	0.00002345
409	101330	0.86265	1.1592	292970	410420	7179.6	727.72	1015.5	404.9	1.04E-06	0.033567	0.000023492
410	101330	0.86055	1.1621	293700	411440	7182.1	727.85	1015.6	405.38	1.03E-06	0.033633	0.000023535
411	101330	0.85845	1.1649	294420	412460	7184.6	727.99	1015.8	405.87	1.02E-06	0.033699	0.000023577
412	101330	0.85637	1.1677	295150	413470	7187	728.12	1015.9	406.35	1.02E-06	0.033764	0.000023619
413	101330	0.85429	1.1706	295880	414490	7189.5	728.25	1016	406.83	1.01E-06	0.03383	0.000023661
414	101330	0.85222	1.1734	296610	415500	7191.9	728.39	1016.1	407.31	1.00E-06	0.033896	0.000023703
415	101330	0.85017	1.1762	297340	416520	7194.4	728.52	1016.3	407.8	9.93E-07	0.033961	0.000023745
416	101330	0.84812	1.1791	298070	417540	7196.8	728.66	1016.4	408.28	9.85E-07	0.034027	0.000023787
417	101330	0.84609	1.1819	298800	418550	7199.3	728.79	1016.5	408.76	9.78E-07	0.034092	0.000023829
418	101330	0.84406	1.1847	299520	419570	7201.7	728.93	1016.7	409.23	9.71E-07	0.034158	0.000023871
419	101330	0.84205	1.1876	300250	420590	7204.1	729.07	1016.8	409.71	9.63E-07	0.034223	0.000023912
420	101330	0.84004	1.1904	300980	421600	7206.6	729.21	1016.9	410.19	9.56E-07	0.034289	0.000023954
421	101330	0.83804	1.1933	301710	422620	7209	729.35	1017.1	410.67	9.49E-07	0.034354	0.000023996
422	101330	0.83606	1.1961	302440	423640	7211.4	729.49	1017.2	411.14	9.42E-07	0.034419	0.000024037
423	101330	0.83408	1.1989	303170	424650	7213.8	729.63	1017.3	411.62	9.35E-07	0.034484	0.000024079
424	101330	0.83211	1.2018	303900	425670	7216.2	729.77	1017.5	412.09	9.27E-07	0.034549	0.000024121
425	101330	0.83015	1.2046	304630	426690	7218.6	729.91	1017.6	412.57	9.20E-07	0.034614	0.000024162
426	101330	0.8282	1.2074	305360	427710	7221	730.06	1017.8	413.04	9.13E-07	0.034679	0.000024204
427	101330	0.82626	1.2103	306090	428720	7223.4	730.2	1017.9	413.52	9.06E-07	0.034744	0.000024245
428	101330	0.82433	1.2131	306820	429740	7225.8	730.34	1018	413.99	9.00E-07	0.034809	0.000024286
429	101330	0.8224	1.2159	307550	430760	7228.1	730.49	1018.2	414.46	8.93E-07	0.034874	0.000024328
430	101330	0.82049	1.2188	308290	431780	7230.5	730.64	1018.3	414.93	8.86E-07	0.034939	0.000024369
431	101330	0.81858	1.2216	309020	432800	7232.9	730.78	1018.5	415.4	8.79E-07	0.035004	0.00002441
432	101330	0.81669	1.2245	309750	433820	7235.2	730.93	1018.6	415.87	8.72E-07	0.035068	0.000024452
433	101330	0.8148	1.2273	310480	434830	7237.6	731.08	1018.8	416.34	8.65E-07	0.035133	0.000024493
434	101330	0.81292	1.2301	311210	435850	7239.9	731.23	1018.9	416.81	8.59E-07	0.035197	0.000024534
435	101330	0.81105	1.233	311940	436870	7242.3	731.38	1019.1	417.28	8.52E-07	0.035262	0.000024575
436	101330	0.80919	1.2358	312670	437890	7244.6	731.53	1019.2	417.74	8.45E-07	0.035326	0.000024616
437	101330	0.80734	1.2386	313410	438910	7247	731.68	1019.4	418.21	8.39E-07	0.035391	0.000024657
438	101330	0.80549	1.2415	314140	439930	7249.3	731.83	1019.5	418.68	8.32E-07	0.035455	0.000024698
439	101330	0.80366	1.2443	314870	440950	7251.6	731.99	1019.7	419.14	8.26E-07	0.03552	0.000024739
440	101330	0.80183	1.2471	315600	441970	7253.9	732.14	1019.8	419.61	8.19E-07	0.035584	0.00002478
441	101330	0.80001	1.25	316330	442990	7256.3	732.29	1020	420.07	8.13E-07	0.035648	0.000024821
442	101330	0.7982	1.2528	317070	444010	7258.6	732.45	1020.1	420.53	8.06E-07	0.035712	0.000024861
443	101330	0.79639	1.2557	317800	445030	7260.9	732.61	1020.3	421	8.00E-07	0.035776	0.000024902
444	101330	0.7946	1.2585	318530	446050	7263.2	732.76	1020.4	421.46	7.94E-07	0.03584	0.000024943
445	101330	0.79281	1.2613	319270	447070	7265.5	732.92	1020.6	421.92	7.87E-07	0.035904	0.000024983
446	101330	0.79103	1.2642	320000	448090	7267.8	733.08	1020.7	422.38	7.81E-07	0.035968	0.000025024
447	101330	0.78926	1.267	320730	449110	7270	733.24	1020.9	422.84	7.75E-07	0.036032	0.000025065
448	101330	0.7875	1.2698	321470	450130	7272.3	733.4	1021	423.3	7.69E-07	0.036096	0.000025105
449	101330	0.78575	1.2727	322200	451150	7274.6	733.56	1021.2	423.76	7.62E-07	0.03616	0.000025146
450	101330	0.784	1.2755	322930	452180	7276.9	733.72	1021.4	424.22	7.56E-07	0.036224	0.000025186
451	101330	0.78226	1.2783	323670	453200	7279.1	733.88	1021.5	424.68	7.50E-07	0.036288	0.000025227
452	101330	0.78053	1.2812	324400	454220	7281.4	734.04	1021.7	425.13	7.44E-07	0.036351	0.000025267
453	101330	0.7788	1.284	325140	455240	7283.7	734.2	1021.8	425.59	7.38E-07	0.036415	0.000025307
454	101330	0.77709	1.2869	325870	456260	7285.9	734.37	1022	426.05	7.32E-07	0.036478	0.000025348
455	101330	0.77538	1.2897	326610	457280	7288.2	734.53	1022.2	426.5	7.26E-07	0.036542	0.000025388
456	101330	0.77368	1.2925	327340	458310	7290.4	734.7	1022.3	426.96	7.20E-07	0.036605	0.000025428
457	101330	0.77198	1.2954	328080	459330	7292.7	734.86	1022.5	427.41	7.14E-07	0.036669	0.000025468
458	101330	0.7703	1.2982	328810	460350	7294.9	735.03	1022.6	427.87	7.08E-07	0.036732	0.000025508
459	101330	0.76862	1.301	329550	461370	7297.1	735.19	1022.8	428.32	7.02E-07	0.036795	0.000025548
460	101330	0.76695	1.3039	330280	462400	7299.3	735.36	1023	428.77	6.96E-07	0.036859	0.000025588
461	101330	0.76528	1.3067	331020	463420	7301.6	735.53	1023.1	429.22	6.91E-07	0.036922	0.000025628
462	101330	0.76362	1.3095	331750	464440	7303.8	735.7	1023.3	429.68	6.85E-07	0.036985	0.000025668
463	101330	0.76197	1.3124	332490	465470	7306	735.87	1023.5	430.13	6.79E-07	0.037048	0.000025708
464	101330	0.76033	1.3152	333230	466490	7308.2	736.04	1023.6	430.58	6.73E-07	0.037111	0.000025748
465	101330	0.75869	1.3181	333960	467510	7310.4	736.21	1023.8	431.03	6.68E-07	0.037174	0.000025788
466	101330	0.75707	1.3209	334700	468540	7312.6	736.38	1024	431.47	6.62E-07	0.037237	0.000025828
467	101330	0.75544	1.3237	335440	469560	7314.8	736.55	1024.1	431.92	6.56E-07	0.0373	0.000025868
468	101330	0.75383	1.3266	336170	470590	7317	736.73	1024.3	432.37	6.51E-07	0.037363	0.000025907
469	101330	0.75222	1.3294	336910	471610	7319.2	736.9	1024.5	432.82	6.45E-07	0.037426	0.000025947
470	101330	0.75062	1.3322	337650	472640	7321.4	737.07	1024.7	433.27	6.40E-07	0.037489	0.000025987
471	101330	0.74902	1.3351	338380	473660	7323.5	737.25	1024.8	433.71	6.34E-07	0.037552	0.000026026
472	101330	0.74744	1.3379	339120	474680	7325.7	737.42	1025	434.16	6.29E-07	0.037614	0.000026066
473	101330	0.74586	1.3407	339860	475710	7327.9	737.6	1025.2	434.6	6.23E-07	0.037677	0.000026106
474	101330	0.74428	1.3436	340600	476740	7330.1	737.78	1025.4	435.05	6.18E-07	0.03774	0.000026145
475	101330	0.74271	1.3464	341340	477760	7332.2	737.96	1025.5	435.49	6.12E-07	0.037802	0.000026185
476	101330	0.74115	1.3492	342070	478790	7334.4	738.13	1025.7	435.93	6.07E-07	0.037865	0.000026224
477	101330	0.7396	1.3521	342810	479810	7336.5	738.31	1025.9	436.38	6.02E-07	0.037927	0.000026263
478	101330	0.73805	1.3549	343550	480840	7338.7	738.49	1026.1	436.82	5.96E-07	0.03799	0.000026303
479	101330	0.73651	1.3578	344290	481860	7340.8	738.67	1026.2	437.26	5.91E-07	0.038052	0.000026342
480	101330	0.73497	1.3606	345030	482890	7343	738.85	1026.4	437.7	5.86E-07	0.038114	0.000026381
481	101330	0.73345	1.3634	345770	483920	7345.1	739.03	1026.6	438.14	5.81E-07	0.038177	0.000026421
482	101330	0.73192	1.3663	346510	484940	7347.2	739.21	1026.8	438.58	5.75E-07	0.038239	0.00002646
483	101330	0.73041	1.3691	347250	485970	7349.4	739.4	1027	439.02	5.70E-07	0.038301	0.000026499
484	101330	0.7289	1.3719	347990	487000	7351.5	739.58	1027.1	439.46	5.65E-07	0.038363	0.000026538
485	101330	0.72739	1.3748	348730	488020	7353.6	739.76	1027.3	439.9	5.60E-07	0.038425	0.000026577
486	101330	0.7259	1.3776	349470	489050	7355.7	739.95	1027.5	440.34	5.55E-07	0.038488	0.000026616
487	101330	0.72441	1.3804	350210	490080	7357.8	740.13	1027.7	440.77	5.50E-07	0.03855	0.000026655
488	101330	0.72292	1.3833	350950	491110	7359.9	740.32	1027.9	441.21	5.45E-07	0.038612	0.000026694
489	101330	0.72144	1.3861	351690	492140	7362	740.5	1028	441.65	5.39E-07	0.038674	0.000026733
490	101330	0.71997	1.3889	352430	493160	7364.1	740.69	1028.2	442.08	5.34E-07	0.038735	0.000026772
491	101330	0.7185	1.3918	353170	494190	7366.2	740.88	1028.4	442.52	5.29E-07	0.038797	0.000026811
492	101330	0.71704	1.3946	353910	495220	7368.3	741.07	1028.6	442.95	5.25E-07	0.038859	0.00002685
493	101330	0.71559	1.3975	354650	496250	7370.4	741.25	1028.8	443.39	5.20E-07	0.038921	0.000026889
494	101330	0.71414	1.4003	355390	497280	7372.5	741.44	1029	443.82	5.15E-07	0.038983	0.000026927
495	101330	0.71269	1.4031	356140	498310	7374.6	741.63	1029.2	444.25	5.10E-07	0.039044	0.000026966
496	101330	0.71126	1.406	356880	499340	7376.7	741.82	1029.4	444.69	5.05E-07	0.039106	0.000027005
497	101330	0.70982	1.4088	357620	500370	7378.7	742.01	1029.5	445.12	5.00E-07	0.039167	0.000027043
498	101330	0.7084	1.4116	358360	501400	7380.8	742.2	1029.7	445.55	4.95E-07	0.039229	0.000027082
499	101330	0.70698	1.4145	359100	502430	7382.9	742.4	1029.9	445.98	4.90E-07	0.039291	0.000027121
500	101330	0.70556	1.4173	359850	503460	7384.9	742.59	1030.1	446.41	4.86E-07	0.039352	0.000027159
501	101330	0.70415	1.4201	360590	504490	7387	742.78	1030.3	446.84	4.81E-07	0.039413	0.000027198
502	101330	0.70275	1.423	361330	505520	7389	742.98	1030.5	447.27	4.76E-07	0.039475	0.000027236
503	101330	0.70135	1.4258	362080	506550	7391.1	743.17	1030.7	447.7	4.71E-07	0.039536	0.000027275
504	101330	0.69996	1.4286	362820	507580	7393.1	743.36	1030.9	448.13	4.67E-07	0.039597	0.000027313
505	101330	0.69858	1.4315	363560	508610	7395.2	743.56	1031.1	448.55	4.62E-07	0.039659	0.000027351
506	101330	0.69719	1.4343	364310	509640	7397.2	743.75	1031.3	448.98	4.58E-07	0.03972	0.00002739
507	101330	0.69582	1.4372	365050	510670	7399.3	743.95	1031.5	449.41	4.53E-07	0.039781	0.000027428
508	101330	0.69445	1.44	365800	511700	7401.3	744.15	1031.7	449.84	4.48E-07	0.039842	0.000027466
509	101330	0.69308	1.4428	366540	512730	7403.3	744.34	1031.8	450.26	4.44E-07	0.039903	0.000027505
510	101330	0.69172	1.4457	367280	513770	7405.3	744.54	1032	450.69	4.39E-07	0.039964	0.000027543
511	101330	0.69037	1.4485	368030	514800	7407.4	744.74	1032.2	451.11	4.35E-07	0.040025	0.000027581
512	101330	0.68902	1.4513	368770	515830	7409.4	744.94	1032.4	451.54	4.30E-07	0.040086	0.000027619
513	101330	0.68768	1.4542	369520	516860	7411.4	745.14	1032.6	451.96	4.26E-07	0.040147	0.000027657
514	101330	0.68634	1.457	370260	517900	7413.4	745.34	1032.8	452.38	4.21E-07	0.040208	0.000027695
515	101330	0.68501	1.4598	371010	518930	7415.4	745.54	1033	452.81	4.17E-07	0.040269	0.000027733
516	101330	0.68368	1.4627	371760	519960	7417.4	745.74	1033.2	453.23	4.12E-07	0.04033	0.000027771
517	101330	0.68236	1.4655	372500	521000	7419.4	745.94	1033.4	453.65	4.08E-07	0.04039	0.000027809
518	101330	0.68104	1.4683	373250	522030	7421.4	746.14	1033.6	454.07	4.04E-07	0.040451	0.000027847
519	101330	0.67973	1.4712	373990	523060	7423.4	746.34	1033.8	454.49	3.99E-07	0.040512	0.000027885
520	101330	0.67842	1.474	374740	524100	7425.4	746.55	1034	454.91	3.95E-07	0.040572	0.000027923
521	101330	0.67712	1.4769	375490	525130	7427.4	746.75	1034.2	455.33	3.91E-07	0.040633	0.000027961
522	101330	0.67582	1.4797	376240	526160	7429.4	746.95	1034.4	455.75	3.86E-07	0.040694	0.000027999
523	101330	0.67453	1.4825	376980	527200	7431.4	747.16	1034.6	456.17	3.82E-07	0.040754	0.000028036
524	101330	0.67324	1.4854	377730	528230	7433.3	747.36	1034.8	456.59	3.78E-07	0.040815	0.000028074
525	101330	0.67196	1.4882	378480	529270	7435.3	747.57	1035	457.01	3.74E-07	0.040875	0.000028112
526	101330	0.67068	1.491	379230	530300	7437.3	747.77	1035.2	457.42	3.69E-07	0.040935	0.000028149
527	101330	0.6694	1.4939	379970	531340	7439.2	747.98	1035.5	457.84	3.65E-07	0.040996	0.000028187
528	101330	0.66814	1.4967	380720	532380	7441.2	748.19	1035.7	458.26	3.61E-07	0.041056	0.000028225
529	101330	0.66687	1.4995	381470	533410	7443.2	748.39	1035.9	458.67	3.57E-07	0.041116	0.000028262
530	101330	0.66561	1.5024	382220	534450	7445.1	748.6	1036.1	459.09	3.53E-07	0.041177	0.0000283
531	101330	0.66436	1.5052	382970	535480	7447.1	748.81	1036.3	459.5	3.49E-07	0.041237	0.000028337
532	101330	0.66311	1.508	383720	536520	7449	749.02	1036.5	459.92	3.44E-07	0.041297	0.000028375
533	101330	0.66187	1.5109	384470	537560	7451	749.23	1036.7	460.33	3.40E-07	0.041357	0.000028412
534	101330	0.66063	1.5137	385220	538590	7452.9	749.44	1036.9	460.75	3.36E-07	0.041417	0.000028449
535	101330	0.65939	1.5165	385970	539630	7454.9	749.65	1037.1	461.16	3.32E-07	0.041477	0.000028487
536	101330	0.65816	1.5194	386720	540670	7456.8	749.86	1037.3	461.57	3.28E-07	0.041537	0.000028524
537	101330	0.65694	1.5222	387470	541700	7458.7	750.07	1037.5	461.98	3.24E-07	0.041597	0.000028562
538	101330	0.65571	1.5251	388220	542740	7460.7	750.28	1037.7	462.4	3.20E-07	0.041657	0.000028599
539	101330	0.6545	1.5279	388970	543780	7462.6	750.49	1037.9	462.81	3.16E-07	0.041717	0.000028636
540	101330	0.65329	1.5307	389720	544820	7464.5	750.7	1038.2	463.22	3.12E-07	0.041777	0.000028673
541	101330	0.65208	1.5336	390470	545860	7466.4	750.91	1038.4	463.63	3.08E-07	0.041837	0.00002871
542	101330	0.65087	1.5364	391220	546890	7468.3	751.13	1038.6	464.04	3.04E-07	0.041896	0.000028748
543	101330	0.64968	1.5392	391970	547930	7470.3	751.34	1038.8	464.45	3.01E-07	0.041956	0.000028785
544	101330	0.64848	1.5421	392720	548970	7472.2	751.55	1039	464.86	2.97E-07	0.042016	0.000028822
545	101330	0.64729	1.5449	393470	550010	7474.1	751.77	1039.2	465.27	2.93E-07	0.042075	0.000028859
546	101330	0.64611	1.5477	394230	551050	7476	751.98	1039.4	465.67	2.89E-07	0.042135	0.000028896
547	101330	0.64492	1.5506	394980	552090	7477.9	752.2	1039.6	466.08	2.85E-07	0.042195	0.000028933
548	101330	0.64375	1.5534	395730	553130	7479.8	752.41	1039.9	466.49	2.81E-07	0.042254	0.00002897
549	101330	0.64257	1.5562	396480	554170	7481.7	752.63	1040.1	466.9	2.78E-07	0.042314	0.000029007
550	101330	0.64141	1.5591	397240	555210	7483.6	752.84	1040.3	467.3	2.74E-07	0.042373	0.000029044
551	101330	0.64024	1.5619	397990	556250	7485.5	753.06	1040.5	467.71	2.70E-07	0.042433	0.00002908
552	101330	0.63908	1.5647	398740	557290	7487.4	753.28	1040.7	468.11	2.66E-07	0.042492	0.000029117
553	101330	0.63793	1.5676	399500	558330	7489.2	753.49	1040.9	468.52	2.63E-07	0.042551	0.000029154
554	101330	0.63677	1.5704	400250	559370	7491.1	753.71	1041.1	468.92	2.59E-07	0.042611	0.000029191
555	101330	0.63563	1.5733	401000	560410	7493	753.93	1041.4	469.33	2.55E-07	0.04267	0.000029228
556	101330	0.63448	1.5761	401760	561460	7494.9	754.15	1041.6	469.73	2.51E-07	0.042729	0.000029264
557	101330	0.63334	1.5789	402510	562500	7496.7	754.37	1041.8	470.13	2.48E-07	0.042788	0.000029301
558	101330	0.63221	1.5818	403270	563540	7498.6	754.59	1042	470.54	2.44E-07	0.042848	0.000029338
559	101330	0.63108	1.5846	404020	564580	7500.5	754.8	1042.2	470.94	2.41E-07	0.042907	0.000029374
560	101330	0.62995	1.5874	404780	565620	7502.3	755.02	1042.4	471.34	2.37E-07	0.042966	0.000029411
561	101330	0.62883	1.5903	405530	566670	7504.2	755.24	1042.7	471.74	2.33E-07	0.043025	0.000029447
562	101330	0.62771	1.5931	406290	567710	7506.1	755.46	1042.9	472.14	2.30E-07	0.043084	0.000029484
563	101330	0.62659	1.5959	407040	568750	7507.9	755.69	1043.1	472.54	2.26E-07	0.043143	0.000029521
564	101330	0.62548	1.5988	407800	569800	7509.8	755.91	1043.3	472.94	2.23E-07	0.043202	0.000029557
565	101330	0.62437	1.6016	408560	570840	7511.6	756.13	1043.5	473.34	2.19E-07	0.043261	0.000029593
566	101330	0.62327	1.6044	409310	571880	7513.5	756.35	1043.8	473.74	2.16E-07	0.04332	0.00002963
567	101330	0.62217	1.6073	410070	572930	7515.3	756.57	1044	474.14	2.12E-07	0.043378	0.000029666
568	101330	0.62108	1.6101	410830	573970	7517.1	756.79	1044.2	474.54	2.09E-07	0.043437	0.000029703
569	101330	0.61998	1.6129	411580	575010	7519	757.02	1044.4	474.94	2.05E-07	0.043496	0.000029739
570	101330	0.6189	1.6158	412340	576060	7520.8	757.24	1044.7	475.34	2.02E-07	0.043555	0.000029775
571	101330	0.61781	1.6186	413100	577100	7522.6	757.46	1044.9	475.73	1.98E-07	0.043614	0.000029811
572	101330	0.61673	1.6214	413860	578150	7524.5	757.69	1045.1	476.13	1.95E-07	0.043672	0.000029848
573	101330	0.61566	1.6243	414610	579190	7526.3	757.91	1045.3	476.53	1.92E-07	0.043731	0.000029884
