Temperature (K)	Pressure (Pa)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, J/kg)"	"Enthalpy (l, J/kg)"	"Entropy (l, J/kg*K)"	"Cv (l, J/kg*K)"	"Cp (l, J/kg*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/Pa)"	"Viscosity (l, Pa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, J/kg)"	"Enthalpy (v, J/kg)"	"Entropy (v, J/kg*K)"	"Cv (v, J/kg*K)"	"Cp (v, J/kg*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/Pa)"	"Viscosity (v, Pa*s)"	"Therm. Cond. (v, W/m*K)"
246.99	6.52E+04	1575.4	0.00063477	171520	171560	890.92	765.44	1059.6	609.4	-2.87E-07	0.00048018	0.07301	0.013122	5.6064	0.17837	295580	307210	1440.1	674.99	736.56	110.46	0.000040248	9.53E-06	0.0097128
247.37	6.64E+04	1574.1	0.00063528	171920	171960	892.56	765.96	1060.3	607.9	-2.86E-07	0.00047761	0.072916	0.013075	5.7026	0.17536	295810	307460	1440.3	675.91	737.64	110.5	0.000040009	9.54E-06	0.0097389
247.76	6.76E+04	1572.8	0.0006358	172330	172370	894.2	766.49	1061	606.41	-2.85E-07	0.00047505	0.072822	0.013029	5.8002	0.17241	296050	307700	1440.4	676.84	738.73	110.53	0.000039773	9.56E-06	0.0097651
248.14	6.88E+04	1571.6	0.00063631	172730	172780	895.84	767.01	1061.8	604.92	-2.84E-07	0.00047251	0.072728	0.012982	5.8991	0.16952	296280	307950	1440.6	677.77	739.82	110.57	0.000039539	9.57E-06	0.0097912
248.52	7.01E+04	1570.3	0.00063683	173140	173180	897.47	767.54	1062.5	603.43	-2.83E-07	0.00046998	0.072634	0.012935	5.9993	0.16669	296510	308200	1440.7	678.7	740.92	110.6	0.000039307	9.59E-06	0.0098174
248.9	7.14E+04	1569	0.00063734	173550	173590	899.1	768.06	1063.2	601.95	-2.82E-07	0.00046747	0.07254	0.012889	6.1008	0.16391	296750	308440	1440.9	679.62	742.01	110.63	0.000039078	9.60E-06	0.0098437
249.29	7.26E+04	1567.7	0.00063786	173950	174000	900.74	768.59	1064	600.46	-2.81E-07	0.00046497	0.072446	0.012842	6.2038	0.16119	296980	308690	1441	680.55	743.1	110.67	0.000038851	9.62E-06	0.00987
249.67	7.39E+04	1566.5	0.00063838	174360	174410	902.37	769.11	1064.7	598.97	-2.80E-07	0.00046249	0.072352	0.012796	6.308	0.15853	297220	308940	1441.2	681.48	744.2	110.7	0.000038626	9.63E-06	0.0098963
250.05	7.52E+04	1565.2	0.0006389	174770	174810	904	769.64	1065.4	597.49	-2.79E-07	0.00046003	0.072257	0.012749	6.4137	0.15592	297450	309190	1441.4	682.4	745.3	110.73	0.000038403	9.65E-06	0.0099226
250.44	7.66E+04	1563.9	0.00063942	175170	175220	905.62	770.16	1066.2	596	-2.77E-07	0.00045758	0.072163	0.012703	6.5207	0.15336	297690	309430	1441.5	683.33	746.4	110.76	0.000038183	9.66E-06	0.009949
250.82	7.79E+04	1562.6	0.00063995	175580	175630	907.25	770.69	1066.9	594.52	-2.76E-07	0.00045514	0.072068	0.012656	6.6292	0.15085	297930	309680	1441.7	684.25	747.5	110.79	0.000037965	9.67E-06	0.0099754
251.2	7.93E+04	1561.4	0.00064047	175990	176040	908.88	771.21	1067.7	593.03	-2.75E-07	0.00045272	0.071974	0.01261	6.739	0.14839	298160	309930	1441.9	685.18	748.6	110.82	0.00003775	9.69E-06	0.010002
251.58	8.07E+04	1560.1	0.000641	176400	176450	910.5	771.74	1068.4	591.55	-2.74E-07	0.00045032	0.071879	0.012563	6.8503	0.14598	298400	310180	1442	686.1	749.7	110.85	0.000037536	9.70E-06	0.010028
251.97	8.21E+04	1558.8	0.00064153	176810	176860	912.12	772.26	1069.2	590.07	-2.73E-07	0.00044793	0.071784	0.012517	6.9631	0.14361	298630	310420	1442.2	687.03	750.81	110.88	0.000037324	9.72E-06	0.010055
252.35	8.35E+04	1557.5	0.00064206	177210	177270	913.74	772.79	1069.9	588.59	-2.72E-07	0.00044556	0.071689	0.012471	7.0773	0.1413	298870	310670	1442.4	687.95	751.91	110.91	0.000037115	9.73E-06	0.010081
252.73	8.50E+04	1556.2	0.00064259	177620	177680	915.36	773.31	1070.7	587.11	-2.70E-07	0.0004432	0.071594	0.012424	7.1929	0.13903	299110	310920	1442.6	688.88	753.02	110.94	0.000036908	9.75E-06	0.010108
253.11	8.64E+04	1554.9	0.00064312	178030	178090	916.98	773.84	1071.4	585.63	-2.69E-07	0.00044085	0.071499	0.012378	7.3101	0.1368	299340	311170	1442.7	689.8	754.13	110.97	0.000036702	9.76E-06	0.010134
253.5	8.79E+04	1553.6	0.00064365	178440	178500	918.6	774.36	1072.2	584.15	-2.68E-07	0.00043852	0.071403	0.012331	7.4288	0.13461	299580	311410	1442.9	690.72	755.24	110.99	0.000036499	9.78E-06	0.010161
253.88	8.94E+04	1552.3	0.00064419	178850	178910	920.21	774.88	1072.9	582.67	-2.67E-07	0.0004362	0.071308	0.012285	7.5489	0.13247	299810	311660	1443.1	691.65	756.35	111.02	0.000036298	9.79E-06	0.010188
254.26	9.10E+04	1551	0.00064473	179260	179320	921.83	775.41	1073.7	581.19	-2.66E-07	0.0004339	0.071213	0.012239	7.6706	0.13037	300050	311910	1443.3	692.57	757.46	111.05	0.000036099	9.81E-06	0.010214
254.64	9.25E+04	1549.7	0.00064527	179670	179730	923.44	775.93	1074.4	579.71	-2.64E-07	0.00043161	0.071117	0.012192	7.7939	0.12831	300290	312160	1443.5	693.49	758.58	111.07	0.000035902	9.82E-06	0.010241
255.03	9.41E+04	1548.4	0.00064581	180080	180140	925.05	776.46	1075.2	578.23	-2.63E-07	0.00042933	0.071022	0.012146	7.9187	0.12628	300520	312410	1443.7	694.41	759.69	111.09	0.000035706	9.84E-06	0.010268
255.41	9.57E+04	1547.1	0.00064635	180490	180560	926.66	776.98	1076	576.76	-2.62E-07	0.00042707	0.070926	0.0121	8.045	0.1243	300760	312650	1443.9	695.33	760.81	111.12	0.000035513	9.85E-06	0.010295
255.79	9.73E+04	1545.8	0.00064689	180910	180970	928.27	777.5	1076.7	575.28	-2.61E-07	0.00042482	0.07083	0.012054	8.173	0.12235	301000	312900	1444.1	696.26	761.93	111.14	0.000035322	9.87E-06	0.010322
256.18	9.89E+04	1544.5	0.00064744	181320	181380	929.88	778.03	1077.5	573.81	-2.60E-07	0.00042259	0.070734	0.012007	8.3025	0.12044	301230	313150	1444.2	697.18	763.05	111.16	0.000035132	9.88E-06	0.010349
256.56	1.01E+05	1543.2	0.00064799	181730	181790	931.49	778.55	1078.3	572.33	-2.58E-07	0.00042037	0.070638	0.011961	8.4337	0.11857	301470	313400	1444.4	698.1	764.18	111.19	0.000034944	9.90E-06	0.010375
256.94	1.02E+05	1541.9	0.00064854	182140	182210	933.09	779.07	1079.1	570.86	-2.57E-07	0.00041816	0.070542	0.011915	8.5665	0.11673	301710	313640	1444.6	699.02	765.3	111.21	0.000034759	9.91E-06	0.010402
257.32	1.04E+05	1540.6	0.00064909	182550	182620	934.7	779.6	1079.8	569.39	-2.56E-07	0.00041597	0.070446	0.011869	8.7009	0.11493	301950	313890	1444.8	699.94	766.43	111.23	0.000034575	9.93E-06	0.010429
257.71	1.06E+05	1539.3	0.00064964	182970	183030	936.3	780.12	1080.6	567.91	-2.54E-07	0.00041378	0.07035	0.011823	8.837	0.11316	302180	314140	1445	700.86	767.55	111.25	0.000034393	9.94E-06	0.010456
258.09	1.07E+05	1538	0.00065019	183380	183450	937.9	780.64	1081.4	566.44	-2.53E-07	0.00041161	0.070253	0.011776	8.9748	0.11142	302420	314390	1445.2	701.78	768.68	111.27	0.000034212	9.96E-06	0.010484
258.47	1.09E+05	1536.7	0.00065075	183790	183860	939.5	781.17	1082.2	564.97	-2.52E-07	0.00040946	0.070157	0.01173	9.1143	0.10972	302660	314640	1445.5	702.69	769.82	111.29	0.000034034	9.97E-06	0.010511
258.85	1.11E+05	1535.4	0.00065131	184210	184280	941.1	781.69	1083	563.5	-2.51E-07	0.00040732	0.070061	0.011684	9.2554	0.10804	302900	314880	1445.7	703.61	770.95	111.31	0.000033857	9.99E-06	0.010538
259.24	1.13E+05	1534.1	0.00065187	184620	184690	942.7	782.21	1083.8	562.03	-2.49E-07	0.00040518	0.069964	0.011638	9.3983	0.1064	303130	315130	1445.9	704.53	772.08	111.32	0.000033682	1.00E-05	0.010565
259.62	1.15E+05	1532.7	0.00065243	185030	185110	944.29	782.74	1084.6	560.56	-2.48E-07	0.00040307	0.069867	0.011592	9.5429	0.10479	303370	315380	1446.1	705.45	773.22	111.34	0.000033508	1.00E-05	0.010592
260	1.16E+05	1531.4	0.00065299	185450	185520	945.89	783.26	1085.4	559.09	-2.47E-07	0.00040096	0.069771	0.011546	9.6893	0.10321	303610	315630	1446.3	706.37	774.36	111.36	0.000033336	1.00E-05	0.01062
260.38	1.18E+05	1530.1	0.00065355	185860	185940	947.48	783.78	1086.2	557.62	-2.45E-07	0.00039887	0.069674	0.0115	9.8374	0.10165	303850	315880	1446.5	707.28	775.5	111.37	0.000033166	1.00E-05	0.010647
260.77	1.20E+05	1528.8	0.00065412	186280	186360	949.08	784.31	1087	556.15	-2.44E-07	0.00039679	0.069577	0.011454	9.9873	0.10013	304090	316130	1446.7	708.2	776.64	111.39	0.000032998	1.01E-05	0.010674
261.15	1.22E+05	1527.4	0.00065469	186690	186770	950.67	784.83	1087.8	554.69	-2.43E-07	0.00039472	0.06948	0.011408	10.139	0.098629	304330	316370	1446.9	709.12	777.78	111.4	0.000032831	1.01E-05	0.010702
261.53	1.24E+05	1526.1	0.00065526	187110	187190	952.26	785.35	1088.6	553.22	-2.41E-07	0.00039266	0.069383	0.011362	10.293	0.097158	304560	316620	1447.2	710.03	778.93	111.42	0.000032666	1.01E-05	0.010729
261.92	1.26E+05	1524.8	0.00065583	187520	187610	953.85	785.87	1089.4	551.75	-2.40E-07	0.00039061	0.069286	0.011316	10.448	0.095714	304800	316870	1447.4	710.95	780.08	111.43	0.000032503	1.01E-05	0.010757
262.3	1.28E+05	1523.5	0.0006564	187940	188020	955.44	786.4	1090.2	550.29	-2.38E-07	0.00038858	0.069189	0.01127	10.605	0.094295	305040	317120	1447.6	711.86	781.23	111.44	0.000032341	1.01E-05	0.010784
262.68	1.30E+05	1522.1	0.00065698	188360	188440	957.02	786.92	1091	548.82	-2.37E-07	0.00038656	0.069091	0.011224	10.764	0.092902	305280	317370	1447.8	712.78	782.38	111.46	0.00003218	1.01E-05	0.010812
263.06	1.32E+05	1520.8	0.00065756	188770	188860	958.61	787.44	1091.8	547.35	-2.36E-07	0.00038455	0.068994	0.011178	10.925	0.091533	305520	317610	1448	713.69	783.53	111.47	0.000032021	1.02E-05	0.010839
263.45	1.34E+05	1519.4	0.00065814	189190	189280	960.19	787.96	1092.6	545.89	-2.34E-07	0.00038255	0.068896	0.011132	11.088	0.090189	305760	317860	1448.3	714.61	784.69	111.48	0.000031864	1.02E-05	0.010867
263.83	1.36E+05	1518.1	0.00065872	189610	189700	961.78	788.48	1093.4	544.42	-2.33E-07	0.00038056	0.068799	0.011086	11.252	0.088869	306000	318110	1448.5	715.52	785.85	111.49	0.000031708	1.02E-05	0.010895
264.21	1.38E+05	1516.8	0.0006593	190030	190120	963.36	789.01	1094.3	542.96	-2.31E-07	0.00037858	0.068701	0.01104	11.419	0.087572	306230	318360	1448.7	716.44	787.01	111.5	0.000031554	1.02E-05	0.010923
264.59	1.41E+05	1515.4	0.00065988	190440	190540	964.94	789.53	1095.1	541.5	-2.30E-07	0.00037662	0.068604	0.010995	11.588	0.086298	306470	318610	1449	717.35	788.17	111.51	0.000031402	1.02E-05	0.01095
264.98	1.43E+05	1514.1	0.00066047	190860	190960	966.52	790.05	1095.9	540.03	-2.28E-07	0.00037467	0.068506	0.010949	11.758	0.085047	306710	318850	1449.2	718.26	789.33	111.51	0.00003125	1.02E-05	0.010978
265.36	1.45E+05	1512.7	0.00066106	191280	191380	968.1	790.57	1096.7	538.57	-2.27E-07	0.00037272	0.068408	0.010903	11.931	0.083817	306950	319100	1449.4	719.18	790.5	111.52	0.0000311	1.02E-05	0.011006
265.74	1.47E+05	1511.4	0.00066165	191700	191800	969.68	791.09	1097.6	537.11	-2.26E-07	0.00037079	0.06831	0.010857	12.105	0.082609	307190	319350	1449.7	720.09	791.67	111.53	0.000030952	1.03E-05	0.011034
266.12	1.49E+05	1510	0.00066224	192120	192220	971.25	791.61	1098.4	535.64	-2.24E-07	0.00036887	0.068212	0.010812	12.282	0.081421	307430	319600	1449.9	721	792.84	111.53	0.000030805	1.03E-05	0.011062
266.51	1.52E+05	1508.7	0.00066284	192540	192640	972.83	792.14	1099.2	534.18	-2.23E-07	0.00036696	0.068114	0.010766	12.46	0.080255	307670	319850	1450.1	721.91	794.01	111.54	0.00003066	1.03E-05	0.01109
266.89	1.54E+05	1507.3	0.00066343	192960	193060	974.4	792.66	1100.1	532.72	-2.21E-07	0.00036506	0.068016	0.01072	12.641	0.079108	307910	320090	1450.4	722.82	795.18	111.54	0.000030516	1.03E-05	0.011119
267.27	1.56E+05	1506	0.00066403	193380	193480	975.97	793.18	1100.9	531.26	-2.20E-07	0.00036317	0.067918	0.010674	12.824	0.077981	308150	320340	1450.6	723.73	796.36	111.55	0.000030373	1.03E-05	0.011147
267.66	1.59E+05	1504.6	0.00066463	193800	193900	977.55	793.7	1101.8	529.8	-2.18E-07	0.0003613	0.06782	0.010629	13.008	0.076874	308390	320590	1450.9	724.65	797.54	111.55	0.000030232	1.03E-05	0.011175
268.04	1.61E+05	1503.2	0.00066524	194220	194330	979.12	794.22	1102.6	528.34	-2.16E-07	0.00035943	0.067721	0.010583	13.195	0.075785	308630	320840	1451.1	725.56	798.72	111.55	0.000030092	1.03E-05	0.011203
268.42	1.64E+05	1501.9	0.00066584	194640	194750	980.69	794.74	1103.5	526.88	-2.15E-07	0.00035757	0.067623	0.010538	13.384	0.074715	308870	321090	1451.4	726.47	799.91	111.55	0.000029953	1.04E-05	0.011232
268.8	1.66E+05	1500.5	0.00066645	195060	195170	982.26	795.26	1104.3	525.42	-2.13E-07	0.00035572	0.067525	0.010492	13.575	0.073664	309110	321330	1451.6	727.38	801.09	111.56	0.000029816	1.04E-05	0.01126
269.19	1.68E+05	1499.1	0.00066706	195480	195600	983.82	795.78	1105.2	523.96	-2.12E-07	0.00035389	0.067426	0.010446	13.768	0.07263	309350	321580	1451.9	728.29	802.28	111.56	0.00002968	1.04E-05	0.011288
269.57	1.71E+05	1497.8	0.00066767	195900	196020	985.39	796.31	1106	522.5	-2.10E-07	0.00035206	0.067328	0.010401	13.964	0.071614	309590	321830	1452.1	729.19	803.47	111.56	0.000029546	1.04E-05	0.011317
269.95	1.74E+05	1496.4	0.00066828	196330	196440	986.96	796.83	1106.9	521.04	-2.09E-07	0.00035025	0.067229	0.010355	14.161	0.070614	309820	322080	1452.4	730.1	804.67	111.56	0.000029412	1.04E-05	0.011346
270.33	1.76E+05	1495	0.00066889	196750	196870	988.52	797.35	1107.8	519.58	-2.07E-07	0.00034844	0.06713	0.01031	14.361	0.069632	310060	322330	1452.6	731.01	805.86	111.55	0.00002928	1.04E-05	0.011374
270.72	1.79E+05	1493.6	0.00066951	197170	197290	990.08	797.87	1108.6	518.12	-2.05E-07	0.00034664	0.067031	0.010264	14.563	0.068666	310300	322570	1452.9	731.92	807.06	111.55	0.00002915	1.05E-05	0.011403
271.1	1.81E+05	1492.2	0.00067013	197600	197720	991.65	798.39	1109.5	516.66	-2.04E-07	0.00034486	0.066933	0.010219	14.768	0.067716	310540	322820	1453.1	732.83	808.26	111.55	0.00002902	1.05E-05	0.011432
271.48	1.84E+05	1490.9	0.00067075	198020	198140	993.21	798.91	1110.4	515.2	-2.02E-07	0.00034308	0.066834	0.010174	14.974	0.066782	310780	323070	1453.4	733.73	809.47	111.54	0.000028892	1.05E-05	0.01146
271.86	1.87E+05	1489.5	0.00067138	198440	198570	994.77	799.43	1111.3	513.74	-2.00E-07	0.00034131	0.066735	0.010128	15.183	0.065864	311020	323320	1453.6	734.64	810.67	111.54	0.000028765	1.05E-05	0.011489
272.25	1.89E+05	1488.1	0.000672	198870	198990	996.33	799.95	1112.1	512.29	-1.99E-07	0.00033956	0.066636	0.010083	15.394	0.064961	311260	323560	1453.9	735.55	811.88	111.53	0.000028639	1.05E-05	0.011518
272.63	1.92E+05	1486.7	0.00067263	199290	199420	997.88	800.47	1113	510.83	-1.97E-07	0.00033781	0.066537	0.010037	15.607	0.064072	311500	323810	1454.1	736.45	813.1	111.53	0.000028515	1.05E-05	0.011547
273.01	1.95E+05	1485.3	0.00067326	199720	199850	999.44	800.99	1113.9	509.37	-1.95E-07	0.00033607	0.066437	0.0099922	15.823	0.063198	311740	324060	1454.4	737.36	814.31	111.52	0.000028391	1.05E-05	0.011576
273.4	1.98E+05	1483.9	0.0006739	200140	200270	1001	801.51	1114.8	507.91	-1.94E-07	0.00033434	0.066338	0.0099469	16.041	0.062339	311980	324300	1454.7	738.27	815.53	111.51	0.000028269	1.06E-05	0.011605
273.78	2.00E+05	1482.5	0.00067453	200570	200700	1002.6	802.03	1115.7	506.46	-1.92E-07	0.00033262	0.066239	0.0099016	16.262	0.061494	312220	324550	1454.9	739.17	816.75	111.51	0.000028148	1.06E-05	0.011635
274.16	2.03E+05	1481.1	0.00067517	200990	201130	1004.1	802.55	1116.6	505	-1.90E-07	0.00033091	0.06614	0.0098564	16.485	0.060662	312460	324800	1455.2	740.08	817.97	111.5	0.000028028	1.06E-05	0.011664
274.54	2.06E+05	1479.7	0.00067581	201420	201560	1005.7	803.07	1117.5	503.54	-1.89E-07	0.00032921	0.06604	0.0098111	16.71	0.059844	312700	325050	1455.5	740.98	819.2	111.49	0.00002791	1.06E-05	0.011693
274.93	2.09E+05	1478.3	0.00067645	201840	201990	1007.2	803.59	1118.4	502.08	-1.87E-07	0.00032752	0.065941	0.0097659	16.938	0.059039	312950	325290	1455.7	741.89	820.43	111.48	0.000027792	1.06E-05	0.011723
275.31	2.12E+05	1476.9	0.0006771	202270	202410	1008.8	804.11	1119.3	500.63	-1.85E-07	0.00032583	0.065841	0.0097208	17.168	0.058247	313190	325540	1456	742.79	821.66	111.46	0.000027676	1.06E-05	0.011752
275.69	2.15E+05	1475.5	0.00067774	202700	202840	1010.3	804.63	1120.2	499.17	-1.83E-07	0.00032416	0.065742	0.0096756	17.401	0.057468	313430	325790	1456.3	743.69	822.9	111.45	0.000027561	1.07E-05	0.011782
276.07	2.18E+05	1474.1	0.00067839	203120	203270	1011.9	805.15	1121.1	497.71	-1.81E-07	0.00032249	0.065642	0.0096305	17.636	0.056702	313670	326030	1456.5	744.6	824.13	111.44	0.000027447	1.07E-05	0.011811
276.46	2.21E+05	1472.7	0.00067904	203550	203700	1013.4	805.67	1122	496.26	-1.80E-07	0.00032084	0.065543	0.0095854	17.874	0.055947	313910	326280	1456.8	745.5	825.38	111.43	0.000027334	1.07E-05	0.011841
276.84	2.24E+05	1471.2	0.0006797	203980	204130	1015	806.19	1123	494.8	-1.78E-07	0.00031919	0.065443	0.0095404	18.114	0.055205	314150	326530	1457.1	746.4	826.62	111.41	0.000027222	1.07E-05	0.011871
277.22	2.27E+05	1469.8	0.00068035	204410	204560	1016.5	806.71	1123.9	493.35	-1.76E-07	0.00031755	0.065343	0.0094954	18.357	0.054475	314390	326770	1457.3	747.31	827.87	111.4	0.000027111	1.07E-05	0.011901
277.6	2.31E+05	1468.4	0.00068101	204840	204990	1018.1	807.23	1124.8	491.89	-1.74E-07	0.00031592	0.065243	0.0094504	18.603	0.053756	314630	327020	1457.6	748.21	829.12	111.38	0.000027001	1.07E-05	0.01193
277.99	2.34E+05	1467	0.00068168	205270	205430	1019.6	807.75	1125.7	490.43	-1.72E-07	0.0003143	0.065143	0.0094054	18.851	0.053049	314870	327270	1457.9	749.11	830.37	111.36	0.000026893	1.07E-05	0.01196
278.37	2.37E+05	1465.5	0.00068234	205700	205860	1021.1	808.27	1126.7	488.98	-1.70E-07	0.00031269	0.065044	0.0093604	19.101	0.052352	315110	327510	1458.2	750.01	831.63	111.35	0.000026785	1.08E-05	0.01199
278.75	2.40E+05	1464.1	0.00068301	206120	206290	1022.7	808.79	1127.6	487.52	-1.68E-07	0.00031108	0.064944	0.0093155	19.355	0.051667	315350	327760	1458.4	750.91	832.89	111.33	0.000026679	1.08E-05	0.012021
279.14	2.43E+05	1462.7	0.00068368	206550	206720	1024.2	809.31	1128.6	486.06	-1.66E-07	0.00030948	0.064844	0.0092706	19.611	0.050992	315590	328000	1458.7	751.81	834.16	111.31	0.000026573	1.08E-05	0.012051
279.52	2.47E+05	1461.2	0.00068435	206980	207150	1025.8	809.83	1129.5	484.61	-1.65E-07	0.0003079	0.064743	0.0092258	19.87	0.050328	315830	328250	1459	752.71	835.42	111.29	0.000026469	1.08E-05	0.012081
279.9	2.50E+05	1459.8	0.00068502	207420	207590	1027.3	810.35	1130.5	483.15	-1.63E-07	0.00030632	0.064643	0.0091809	20.131	0.049675	316070	328490	1459.3	753.62	836.7	111.27	0.000026365	1.08E-05	0.012112
280.28	2.54E+05	1458.4	0.0006857	207850	208020	1028.8	810.87	1131.4	481.7	-1.61E-07	0.00030475	0.064543	0.0091361	20.395	0.049031	316310	328740	1459.6	754.52	837.97	111.25	0.000026263	1.08E-05	0.012142
280.67	2.57E+05	1456.9	0.00068638	208280	208450	1030.4	811.38	1132.4	480.24	-1.59E-07	0.00030318	0.064443	0.0090914	20.662	0.048398	316550	328990	1459.8	755.41	839.25	111.22	0.000026162	1.09E-05	0.012173
281.05	2.60E+05	1455.5	0.00068706	208710	208890	1031.9	811.9	1133.3	478.78	-1.57E-07	0.00030163	0.064343	0.0090466	20.932	0.047774	316790	329230	1460.1	756.31	840.53	111.2	0.000026061	1.09E-05	0.012203
281.43	2.64E+05	1454	0.00068775	209140	209320	1033.5	812.42	1134.3	477.33	-1.55E-07	0.00030008	0.064242	0.0090019	21.205	0.04716	317030	329480	1460.4	757.21	841.82	111.18	0.000025962	1.09E-05	0.012234
281.81	2.67E+05	1452.6	0.00068843	209570	209760	1035	812.94	1135.3	475.87	-1.53E-07	0.00029854	0.064142	0.0089572	21.48	0.046555	317270	329720	1460.7	758.11	843.11	111.15	0.000025863	1.09E-05	0.012265
282.2	2.71E+05	1451.1	0.00068912	210010	210190	1036.5	813.46	1136.2	474.42	-1.51E-07	0.00029701	0.064042	0.0089125	21.758	0.045959	317510	329970	1461	759.01	844.4	111.13	0.000025766	1.09E-05	0.012296
282.58	2.75E+05	1449.7	0.00068982	210440	210630	1038.1	813.98	1137.2	472.96	-1.48E-07	0.00029549	0.063941	0.0088679	22.04	0.045373	317750	330210	1461.2	759.91	845.7	111.1	0.000025669	1.09E-05	0.012327
282.96	2.78E+05	1448.2	0.00069051	210870	211060	1039.6	814.5	1138.2	471.5	-1.46E-07	0.00029397	0.063841	0.0088233	22.324	0.044796	317990	330460	1461.5	760.81	847	111.07	0.000025574	1.10E-05	0.012358
283.34	2.82E+05	1446.7	0.00069121	211310	211500	1041.1	815.02	1139.2	470.05	-1.44E-07	0.00029246	0.06374	0.0087788	22.611	0.044227	318230	330700	1461.8	761.71	848.31	111.04	0.000025479	1.10E-05	0.012389
283.73	2.86E+05	1445.3	0.00069192	211740	211940	1042.7	815.54	1140.2	468.59	-1.42E-07	0.00029096	0.06364	0.0087342	22.901	0.043667	318470	330950	1462.1	762.6	849.62	111.02	0.000025386	1.10E-05	0.01242
284.11	2.89E+05	1443.8	0.00069262	212170	212370	1044.2	816.06	1141.2	467.13	-1.40E-07	0.00028947	0.063539	0.0086897	23.194	0.043115	318710	331190	1462.4	763.5	850.93	110.99	0.000025293	1.10E-05	0.012452
284.49	2.93E+05	1442.3	0.00069333	212610	212810	1045.7	816.58	1142.2	465.68	-1.38E-07	0.00028798	0.063439	0.0086453	23.49	0.042572	318950	331440	1462.7	764.4	852.25	110.95	0.000025201	1.10E-05	0.012483
284.88	2.97E+05	1440.8	0.00069404	213040	213250	1047.2	817.1	1143.2	464.22	-1.36E-07	0.00028651	0.063338	0.0086008	23.789	0.042037	319190	331680	1463	765.3	853.57	110.92	0.00002511	1.10E-05	0.012515
285.26	3.01E+05	1439.4	0.00069475	213480	213690	1048.8	817.62	1144.2	462.76	-1.33E-07	0.00028504	0.063237	0.0085564	24.091	0.04151	319430	331920	1463.3	766.19	854.9	110.89	0.00002502	1.10E-05	0.012546
285.64	3.05E+05	1437.9	0.00069547	213910	214130	1050.3	818.14	1145.2	461.3	-1.31E-07	0.00028357	0.063136	0.008512	24.396	0.04099	319670	332170	1463.5	767.09	856.23	110.86	0.000024931	1.11E-05	0.012578
286.02	3.09E+05	1436.4	0.00069619	214350	214570	1051.8	818.66	1146.2	459.85	-1.29E-07	0.00028212	0.063036	0.0084677	24.704	0.040479	319910	332410	1463.8	767.98	857.57	110.82	0.000024843	1.11E-05	0.01261
286.41	3.13E+05	1434.9	0.00069691	214790	215000	1053.3	819.18	1147.2	458.39	-1.27E-07	0.00028067	0.062935	0.0084234	25.016	0.039975	320150	332660	1464.1	768.88	858.91	110.79	0.000024756	1.11E-05	0.012642
286.79	3.17E+05	1433.4	0.00069764	215220	215440	1054.9	819.7	1148.2	456.93	-1.24E-07	0.00027923	0.062834	0.0083791	25.33	0.039478	320390	332900	1464.4	769.78	860.25	110.75	0.000024669	1.11E-05	0.012674
287.17	3.21E+05	1431.9	0.00069836	215660	215880	1056.4	820.22	1149.3	455.47	-1.22E-07	0.0002778	0.062733	0.0083348	25.648	0.038989	320630	333140	1464.7	770.67	861.6	110.72	0.000024584	1.11E-05	0.012706
287.55	3.25E+05	1430.4	0.0006991	216100	216330	1057.9	820.74	1150.3	454.02	-1.20E-07	0.00027637	0.062632	0.0082906	25.969	0.038507	320870	333390	1465	771.57	862.96	110.68	0.000024499	1.11E-05	0.012738
287.94	3.29E+05	1428.9	0.00069983	216540	216770	1059.4	821.26	1151.4	452.56	-1.18E-07	0.00027495	0.062531	0.0082465	26.294	0.038032	321110	333630	1465.3	772.46	864.32	110.64	0.000024415	1.12E-05	0.012771
288.32	3.33E+05	1427.4	0.00070057	216970	217210	1061	821.77	1152.4	451.1	-1.15E-07	0.00027354	0.06243	0.0082023	26.621	0.037564	321350	333870	1465.6	773.36	865.68	110.6	0.000024333	1.12E-05	0.012803
288.7	3.37E+05	1425.9	0.00070131	217410	217650	1062.5	822.29	1153.5	449.64	-1.13E-07	0.00027213	0.062329	0.0081582	26.952	0.037103	321590	334110	1465.9	774.25	867.05	110.56	0.00002425	1.12E-05	0.012836
289.08	3.42E+05	1424.4	0.00070205	217850	218090	1064	822.81	1154.5	448.18	-1.10E-07	0.00027073	0.062228	0.0081141	27.286	0.036649	321830	334360	1466.2	775.14	868.43	110.52	0.000024169	1.12E-05	0.012869
289.47	3.46E+05	1422.9	0.0007028	218290	218530	1065.5	823.33	1155.6	446.72	-0.000000108	0.00026934	0.062127	0.0080701	27.624	0.036201	322070	334600	1466.5	776.04	869.81	110.48	0.000024089	1.12E-05	0.012901
289.85	3.50E+05	1421.4	0.00070355	218730	218980	1067	823.85	1156.6	445.26	-1.06E-07	0.00026796	0.062026	0.0080261	27.965	0.035759	322310	334840	1466.8	776.93	871.19	110.43	0.000024009	1.12E-05	0.012934
